Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %
4/5/2021 0:21,4/5/2021 22:55,UTC-05:00,78,48,57,,,14.1,2034,184,71,4/5/2021 0:21,4/5/2021 7:41,84,13.8,399,440,172,83,144,41,473,14,90
4/3/2021 23:03,4/5/2021 0:21,UTC-05:00,62,50,48,,,6.6,1625,136,68,4/3/2021 23:03,4/4/2021 7:29,95,13.8,468,502,228,87,153,34,494,36,93
4/2/2021 22:07,4/3/2021 23:03,UTC-05:00,48,53,46,,,5.8,1567,148,64,4/2/2021 22:07,4/3/2021 5:59,84,14.2,423,459,227,60,136,36,505,20,92
4/1/2021 22:31,4/2/2021 22:07,UTC-05:00,71,48,57,,,14.1,2144,179,73,4/1/2021 22:31,4/2/2021 6:50,93,13.7,446,496,187,103,156,50,481,22,89
3/31/2021 22:19,4/1/2021 22:31,UTC-05:00,50,51,45,,,6,1541,132,64,3/31/2021 22:19,4/1/2021 7:03,90,14.1,474,508,194,123,157,34,527,70,93
3/31/2021 1:09,3/31/2021 22:19,UTC-05:00,33,56,39,,,4.8,1287,123,63,3/31/2021 1:09,3/31/2021 7:09,69,13.9,331,358,182,64,85,27,481,0,92
3/29/2021 22:42,3/31/2021 1:09,UTC-05:00,54,52,47,,,13.4,2049,194,69,3/29/2021 22:42,3/30/2021 7:25,100,14.2,476,522,178,92,206,46,473,14,91
3/28/2021 21:30,3/29/2021 22:42,UTC-05:00,51,51,44,,,6.5,1625,144,63,3/28/2021 21:30,3/29/2021 5:29,95,14,439,478,244,73,122,39,464,0,91
3/27/2021 22:24,3/28/2021 21:30,UTC-05:00,58,49,48,,,9.2,1686,142,68,3/27/2021 22:24,3/28/2021 6:53,100,14,461,508,189,113,159,47,458,0,90
3/26/2021 22:50,3/27/2021 22:24,UTC-05:00,98,52,86,,,6.4,1528,142,62,3/26/2021 22:50,3/27/2021 7:24,100,13.8,470,514,205,89,176,44,457,0,91
3/25/2021 22:09,3/26/2021 22:50,UTC-05:00,98,49,82,,,4.7,1490,138,59,3/25/2021 22:09,3/26/2021 7:19,100,13.7,499,549,306,74,119,50,476,17,90
3/24/2021 21:16,3/25/2021 22:09,UTC-05:00,84,55,61,,,6,1583,141,67,3/24/2021 21:16,3/25/2021 7:32,94,14,487,615,333,79,75,128,518,61,79
3/24/2021 0:05,3/24/2021 21:16,UTC-05:00,51,58,50,,,4.7,1285,133,70,3/24/2021 0:05,3/24/2021 6:54,73,13.6,350,408,190,49,111,58,478,20,85
3/22/2021 21:36,3/24/2021 0:05,UTC-05:00,33,65,41,,,5.9,1654,133,67,3/22/2021 21:36,3/23/2021 6:27,91,13.7,447,531,272,85,90,84,489,29,84
3/21/2021 22:20,3/22/2021 21:36,UTC-05:00,48,50,49,,,6.9,1516,141,63,3/21/2021 22:20,3/22/2021 6:17,87,13.6,402,464,139,103,160,62,463,0,87
3/20/2021 22:28,3/21/2021 22:20,UTC-05:00,60,54,52,,,8.8,1687,152,67,3/20/2021 22:28,3/21/2021 7:20,100,14.1,495,528,217,102,176,33,473,0,93
3/19/2021 22:11,3/20/2021 22:28,UTC-05:00,78,49,57,,,11.9,1855,171,66,3/19/2021 22:11,3/20/2021 7:33,100,14.1,527,562,209,129,189,35,489,22,93
3/18/2021 23:27,3/19/2021 22:11,UTC-05:00,71,56,60,,,10.2,1765,146,73,3/18/2021 23:27,3/19/2021 7:43,90,13.9,450,495,254,83,113,45,498,8,90
3/17/2021 23:13,3/18/2021 23:27,UTC-05:00,85,50,63,,,14.8,2248,189,71,3/17/2021 23:13,3/18/2021 7:29,97,14.1,451,487,110,107,234,36,465,0,92
3/16/2021 21:07,3/17/2021 22:13,UTC-06:00,60,52,52,,,9.8,1801,159,67,3/16/2021 21:07,3/17/2021 6:17,100,14.2,483,550,242,100,141,67,471,0,87
3/15/2021 20:38,3/16/2021 21:07,UTC-06:00,62,51,54,,,11.4,1883,179,69,3/15/2021 20:38,3/16/2021 6:22,100,14.3,536,581,272,115,149,45,476,0,92
3/14/2021 21:17,3/15/2021 20:38,UTC-06:00,59,51,52,,,12.5,1962,163,71,3/14/2021 21:17,3/15/2021 6:54,100,14.1,548,577,273,120,155,29,473,15,94
3/13/2021 22:00,3/14/2021 21:17,UTC-06:00,33,53,41,,,5.3,1439,151,62,3/13/2021 22:00,3/14/2021 6:45,93,14,479,521,200,110,169,42,516,34,91
3/12/2021 23:28,3/13/2021 22:00,UTC-06:00,61,55,55,,,13.7,1894,185,70,3/12/2021 23:28,3/13/2021 7:27,85,14,423,452,267,58,98,29,501,22,93
3/11/2021 22:43,3/12/2021 23:28,UTC-06:00,50,51,52,,,12.9,1997,187,70,3/11/2021 22:43,3/12/2021 6:59,90,14.1,456,496,274,59,123,40,504,22,91
3/10/2021 22:43,3/11/2021 22:43,UTC-06:00,33,53,44,,,13.5,2091,176,75,3/10/2021 22:43,3/11/2021 6:40,90,14.2,411,476,153,95,163,65,458,0,86
3/9/2021 22:50,3/10/2021 22:43,UTC-06:00,43,51,48,,,6.2,1515,161,63,3/9/2021 22:50,3/10/2021 8:11,100,14.2,520,561,267,100,153,41,475,0,92
3/8/2021 21:10,3/9/2021 22:50,UTC-06:00,65,54,56,,,12.3,2008,170,66,3/8/2021 21:10,3/9/2021 6:29,100,14,506,558,295,83,128,52,484,0,90
3/7/2021 21:55,3/8/2021 21:10,UTC-06:00,76,49,59,,,14,2109,181,68,3/7/2021 21:55,3/8/2021 7:24,100,13.8,527,568,210,114,203,41,458,0,92
3/6/2021 22:10,3/7/2021 21:55,UTC-06:00,53,59,48,,,5.5,1476,131,64,3/6/2021 22:10,3/7/2021 7:32,100,13.8,518,561,223,115,180,43,469,0,92
3/5/2021 22:01,3/6/2021 22:10,UTC-06:00,78,49,57,,,10.7,1804,162,66,3/5/2021 22:01,3/6/2021 7:28,100,13.9,515,565,199,124,192,50,496,38,91
3/4/2021 22:13,3/5/2021 22:01,UTC-06:00,66,53,56,,,5.1,1464,133,62,3/4/2021 22:13,3/5/2021 6:12,83,13.9,410,479,171,91,148,69,493,20,85
3/3/2021 22:31,3/4/2021 22:13,UTC-06:00,41,50,44,,,11.7,1864,170,67,3/3/2021 22:31,3/4/2021 6:40,91,14,432,479,207,90,135,47,477,0,90
3/2/2021 22:30,3/3/2021 22:31,UTC-06:00,45,52,46,,,12.7,2038,163,67,3/2/2021 22:30,3/3/2021 7:20,100,13.8,481,529,158,135,188,48,462,0,90
3/1/2021 22:03,3/2/2021 22:30,UTC-06:00,72,51,59,,,8.3,1703,143,63,3/1/2021 22:03,3/2/2021 6:42,100,13.9,483,515,191,122,170,32,469,8,93
2/28/2021 23:08,3/1/2021 22:03,UTC-06:00,61,52,54,,,7.7,1578,151,62,2/28/2021 23:08,3/1/2021 7:35,97,13.8,452,506,196,86,170,54,465,8,89
2/27/2021 22:39,2/28/2021 23:08,UTC-06:00,35,54,42,,,4.1,1448,129,59,2/27/2021 22:39,2/28/2021 6:54,97,14.1,449,495,177,120,152,46,464,0,90
2/26/2021 21:49,2/27/2021 22:39,UTC-06:00,49,51,47,,,9.4,1776,163,64,2/26/2021 21:49,2/27/2021 6:50,100,13.9,505,540,224,89,192,35,467,0,93
2/25/2021 21:34,2/26/2021 21:49,UTC-06:00,84,50,67,,,10.4,1797,177,64,2/25/2021 21:34,2/26/2021 6:52,100,13.9,497,557,220,114,163,60,465,5,89
2/24/2021 22:09,2/25/2021 22:34,UTC-05:00,79,54,64,,,6.6,1581,167,61,2/24/2021 22:09,2/25/2021 6:51,98,14.1,471,522,281,88,102,51,480,0,90
2/23/2021 22:21,2/24/2021 22:09,UTC-05:00,61,55,52,,,13.3,1984,173,68,2/23/2021 22:21,2/24/2021 6:50,100,13.9,487,505,267,71,149,18,462,0,96
2/22/2021 21:57,2/23/2021 22:21,UTC-05:00,53,50,48,,,8.6,1723,151,65,2/22/2021 21:57,2/23/2021 6:40,100,13.9,492,522,305,98,89,30,491,20,94
2/21/2021 22:37,2/22/2021 21:57,UTC-05:00,90,48,73,,,11.3,1766,174,65,2/21/2021 22:37,2/22/2021 6:56,93,14,467,499,188,116,163,32,503,45,93
2/20/2021 23:36,2/21/2021 21:37,UTC-06:00,90,48,74,,,5.7,1386,135,62,2/20/2021 23:36,2/21/2021 6:10,80,13.7,367,393,211,66,90,26,462,0,93
2/19/2021 22:39,2/20/2021 23:36,UTC-06:00,30,55,39,,,8.4,1737,149,64,2/19/2021 22:39,2/20/2021 8:08,100,13.8,523,569,245,128,150,46,501,17,92
2/18/2021 22:43,2/19/2021 22:39,UTC-06:00,44,52,52,,,13.9,1950,183,66,2/18/2021 22:43,2/19/2021 6:59,94,13.7,450,496,228,66,156,46,479,17,90
2/17/2021 23:18,2/18/2021 22:43,UTC-06:00,41,55,50,,,8.2,1624,152,65,2/17/2021 23:18,2/18/2021 7:56,94,13.7,464,513,157,99,208,49,492,22,90
2/16/2021 23:27,2/17/2021 23:18,UTC-06:00,39,54,48,,,10.9,1869,151,68,2/16/2021 23:27,2/17/2021 7:24,90,13.4,436,475,159,104,173,39,486,24,92
2/16/2021 0:22,2/16/2021 23:27,UTC-06:00,92,51,75,,,7.7,1560,147,64,2/16/2021 0:22,2/16/2021 8:10,89,13.5,426,456,200,92,134,30,476,0,93
2/14/2021 22:54,2/16/2021 0:22,UTC-06:00,92,46,70,,,12.5,2072,175,67,2/14/2021 22:54,2/15/2021 6:34,100,14,434,459,161,82,191,25,418,72,94
2/13/2021 21:52,2/14/2021 22:54,UTC-06:00,82,47,65,,,6.7,1600,176,59,2/13/2021 21:52,2/14/2021 3:41,68,13.9,310,349,112,63,135,39,459,0,89
2/12/2021 22:59,2/13/2021 21:52,UTC-06:00,93,48,70,,,6.7,1500,150,59,2/12/2021 22:59,2/13/2021 7:49,100,13.7,468,528,161,122,185,60,470,0,88
2/11/2021 22:18,2/12/2021 22:59,UTC-06:00,67,52,57,,,11.2,1876,166,66,2/11/2021 22:18,2/12/2021 7:21,100,14.1,483,538,220,93,170,55,472,8,89
2/10/2021 22:00,2/11/2021 22:18,UTC-06:00,55,49,52,,,9.1,1748,148,64,2/10/2021 22:00,2/11/2021 6:16,97,13.9,460,493,218,90,152,33,476,11,93
2/9/2021 22:31,2/10/2021 22:00,UTC-06:00,36,50,43,,,9.2,1715,143,65,2/9/2021 22:31,2/10/2021 7:19,96,13.8,469,528,253,104,112,59,489,0,89
2/8/2021 22:23,2/9/2021 22:31,UTC-06:00,49,51,49,,,14.8,2145,190,67,2/8/2021 22:23,2/9/2021 7:40,100,13.8,523,557,167,120,236,34,461,0,94
2/7/2021 21:37,2/8/2021 22:23,UTC-06:00,85,50,64,,,7.7,1683,142,62,2/7/2021 21:37,2/8/2021 7:51,100,13.7,580,612,204,136,240,32,535,72,94
2/6/2021 22:11,2/7/2021 21:37,UTC-06:00,46,50,46,,,8.6,1648,147,65,2/6/2021 22:11,2/7/2021 3:59,68,13.7,330,348,133,76,121,18,488,27,95
2/5/2021 23:54,2/6/2021 22:11,UTC-06:00,70,55,61,,,8,1541,150,66,2/5/2021 23:54,2/6/2021 7:25,88,14.2,410,449,206,88,116,39,464,0,91
2/4/2021 21:56,2/5/2021 23:54,UTC-06:00,61,50,53,,,9.4,1862,148,64,2/4/2021 21:56,2/5/2021 7:37,100,13.9,545,580,189,122,234,35,462,0,93
2/3/2021 22:56,2/4/2021 21:56,UTC-06:00,59,55,55,,,8.4,1617,151,64,2/3/2021 22:56,2/4/2021 7:56,100,13.9,479,539,190,93,196,60,477,0,88
2/2/2021 22:12,2/3/2021 22:56,UTC-06:00,68,50,58,,,12.7,1844,185,62,2/2/2021 22:12,2/3/2021 7:09,100,13.7,501,536,245,78,178,35,458,0,93
2/1/2021 21:52,2/2/2021 22:12,UTC-06:00,44,53,43,,,5.9,1536,140,63,2/1/2021 21:52,2/2/2021 6:34,100,14.1,489,521,158,127,204,32,477,0,94
1/31/2021 19:52,2/1/2021 21:52,UTC-06:00,38,54,43,,,12.8,2124,174,66,1/31/2021 19:52,2/1/2021 6:48,100,14.2,604,655,266,144,194,51,587,129,92
1/31/2021 2:04,1/31/2021 19:52,UTC-06:00,73,55,104,,,5.7,1133,136,64,1/31/2021 2:04,1/31/2021 5:37,43,13.7,209,213,87,41,81,4,491,34,98
1/30/2021 0:48,1/31/2021 2:04,UTC-06:00,53,54,52,,,5.2,1553,130,63,1/30/2021 0:48,1/30/2021 8:10,85,13.9,420,441,281,60,79,21,494,17,95
1/28/2021 23:22,1/30/2021 0:48,UTC-06:00,58,51,52,,,12.5,2115,155,72,1/28/2021 23:22,1/29/2021 7:44,94,13.7,452,501,232,53,167,49,479,17,90
1/27/2021 23:07,1/28/2021 23:22,UTC-06:00,58,51,53,,,8.3,1672,154,64,1/27/2021 23:07,1/28/2021 7:43,94,13.8,455,514,196,105,154,59,483,0,88
1/26/2021 23:07,1/27/2021 23:07,UTC-06:00,97,48,80,,,13.8,2031,186,68,1/26/2021 23:07,1/27/2021 7:51,100,13.8,477,524,185,90,202,47,462,0,91
1/25/2021 23:05,1/26/2021 23:07,UTC-06:00,34,55,47,,,8.6,1697,147,63,1/25/2021 23:05,1/26/2021 9:07,100,14.6,533,587,264,106,163,54,464,0,90
1/24/2021 22:20,1/25/2021 23:05,UTC-06:00,61,49,55,,,9.3,1780,151,64,1/24/2021 22:20,1/25/2021 8:39,100,13.9,560,618,185,138,237,58,557,99,90
1/23/2021 23:40,1/24/2021 22:20,UTC-06:00,18,49,38,,,4.6,1363,127,61,1/23/2021 23:40,1/24/2021 4:29,56,14.3,277,289,124,44,109,12,493,34,95
1/23/2021 0:46,1/23/2021 23:40,UTC-06:00,90,52,70,,,6.6,1486,153,64,1/23/2021 0:46,1/23/2021 8:05,85,14.1,401,434,189,96,116,33,471,0,92
1/21/2021 22:43,1/23/2021 0:46,UTC-06:00,90,54,68,,,11.4,2006,166,66,1/21/2021 22:43,1/22/2021 8:14,100,13.9,534,571,265,115,154,37,464,0,93
1/20/2021 21:35,1/21/2021 22:43,UTC-06:00,73,50,55,,,9.4,1768,168,61,1/20/2021 21:35,1/21/2021 7:47,100,13.9,536,611,243,117,176,75,466,0,87
1/19/2021 23:36,1/20/2021 21:35,UTC-06:00,65,50,52,,,10.1,1649,154,64,1/19/2021 23:36,1/20/2021 7:39,100,13.8,466,479,233,90,143,13,464,0,97
1/18/2021 22:59,1/19/2021 23:36,UTC-06:00,82,47,60,,,9.4,1795,152,63,1/18/2021 22:59,1/19/2021 7:19,100,13.6,478,500,207,88,183,22,463,0,96
1/17/2021 22:58,1/18/2021 22:59,UTC-06:00,88,49,64,,,8.9,1713,156,64,1/17/2021 22:58,1/18/2021 7:56,100,13.8,494,538,214,99,181,44,458,0,91
1/16/2021 23:23,1/17/2021 22:58,UTC-06:00,51,52,51,,,5.7,1471,140,60,1/16/2021 23:23,1/17/2021 8:27,100,13.9,499,542,262,78,159,43,426,34,92
1/16/2021 0:25,1/16/2021 23:23,UTC-06:00,36,55,43,,,6.1,1472,147,65,1/16/2021 0:25,1/16/2021 8:20,85,13.8,420,475,208,81,131,55,496,5,88
1/14/2021 23:11,1/16/2021 0:25,UTC-06:00,35,52,44,,,15,2067,183,68,1/14/2021 23:11,1/15/2021 7:29,98,13.9,454,498,207,63,184,44,464,2,91
1/13/2021 23:05,1/14/2021 23:11,UTC-06:00,47,49,51,,,8,1650,152,62,1/13/2021 23:05,1/14/2021 7:23,99,13.8,459,496,214,97,148,37,464,0,92
1/12/2021 22:51,1/13/2021 23:05,UTC-06:00,83,49,67,,,9.2,1753,152,64,1/12/2021 22:51,1/13/2021 8:14,100,13.8,515,562,238,91,186,47,463,0,91
1/11/2021 23:16,1/12/2021 22:51,UTC-06:00,49,51,50,,,9,1691,146,66,1/11/2021 23:16,1/12/2021 7:46,100,13.8,470,506,227,68,175,36,468,0,92
1/10/2021 22:26,1/11/2021 23:16,UTC-06:00,59,51,57,,,10.6,1859,167,62,1/10/2021 22:26,1/11/2021 8:50,100,13.8,580,623,241,119,220,43,498,38,93
1/10/2021 0:34,1/10/2021 22:26,UTC-06:00,51,58,56,,,6.6,1431,155,68,1/10/2021 0:34,1/10/2021 7:39,83,14,397,423,228,84,85,26,477,0,94
1/8/2021 22:48,1/10/2021 0:34,UTC-06:00,60,49,57,,,12.8,1944,176,68,1/8/2021 22:48,1/9/2021 7:28,100,13.9,479,516,226,95,158,37,476,0,92
1/7/2021 22:01,1/8/2021 22:48,UTC-06:00,59,49,55,,,12.5,1892,177,65,1/7/2021 22:01,1/8/2021 7:50,100,14,558,589,243,118,197,31,480,13,94
1/6/2021 22:57,1/7/2021 22:01,UTC-06:00,71,50,62,,,9.9,1766,151,63,1/6/2021 22:57,1/7/2021 6:47,94,13.9,430,470,130,96,204,40,457,0,91
1/5/2021 22:31,1/6/2021 22:57,UTC-06:00,37,55,38,,,4.7,1477,131,60,1/5/2021 22:31,1/6/2021 7:46,100,13.8,491,554,201,78,212,63,487,0,90
1/4/2021 23:01,1/5/2021 22:31,UTC-06:00,90,52,74,,,14.4,2034,181,65,1/4/2021 23:01,1/5/2021 8:13,100,13.7,515,545,274,88,153,30,461,0,95
1/3/2021 22:35,1/4/2021 23:01,UTC-06:00,97,47,82,,,7.8,1670,150,63,1/3/2021 22:35,1/4/2021 7:52,100,13.8,525,557,173,115,237,32,512,54,94
1/3/2021 2:57,1/3/2021 22:35,UTC-06:00,79,50,63,,,4.8,1195,135,63,1/3/2021 2:57,1/3/2021 9:27,76,14.1,359,389,130,87,142,30,474,0,92
1/1/2021 21:29,1/3/2021 2:57,UTC-06:00,83,50,58,,,12.1,2211,175,67,1/1/2021 21:29,1/2/2021 7:03,100,14.1,522,573,252,116,154,51,460,0,91
1/1/2021 1:32,1/1/2021 21:29,UTC-06:00,10,73,22,,,7.3,1348,168,67,1/1/2021 1:32,1/1/2021 10:38,100,14.2,493,545,208,127,158,52,479,0,90
12/30/2020 23:06,1/1/2021 1:32,UTC-06:00,54,50,48,,,13.1,2112,177,71,12/30/2020 23:06,12/31/2020 7:23,100,13.9,466,496,215,118,133,30,458,0,94
12/29/2020 22:43,12/30/2020 23:06,UTC-06:00,65,58,53,,,5.3,1509,132,62,12/29/2020 22:43,12/30/2020 7:26,100,13.8,488,520,252,78,158,32,462,0,93
12/28/2020 22:40,12/29/2020 22:43,UTC-06:00,55,52,49,,,8.5,1685,153,65,12/28/2020 22:40,12/29/2020 8:06,100,13.7,520,565,231,126,163,45,481,0,91
12/27/2020 22:00,12/28/2020 22:40,UTC-06:00,70,50,54,,,13.4,2064,176,67,12/27/2020 22:00,12/28/2020 7:31,100,13.7,529,570,123,139,267,41,470,5,93
12/26/2020 23:04,12/27/2020 22:00,UTC-06:00,52,54,52,,,9.4,1694,155,63,12/26/2020 23:04,12/27/2020 7:26,98,13.7,480,498,191,98,191,18,490,0,96
12/25/2020 21:58,12/26/2020 23:04,UTC-06:00,51,55,48,,,14.8,2184,188,68,12/25/2020 21:58,12/26/2020 6:54,100,13.7,482,535,236,94,152,53,474,14,90
12/24/2020 22:36,12/25/2020 21:58,UTC-06:00,74,51,58,,,7.1,1537,160,64,12/24/2020 22:36,12/25/2020 6:49,95,13.8,468,493,198,105,165,25,491,34,95
12/23/2020 23:33,12/24/2020 22:36,UTC-06:00,53,57,51,,,4.5,1388,133,65,12/23/2020 23:33,12/24/2020 6:44,85,14.1,409,430,185,84,140,21,479,0,95
12/22/2020 22:05,12/23/2020 23:33,UTC-06:00,42,56,46,,,13,1979,195,72,12/22/2020 22:05,12/23/2020 7:11,100,14.4,501,545,265,100,136,44,463,0,92
12/21/2020 22:31,12/22/2020 22:05,UTC-06:00,67,56,60,,,8.8,1639,158,68,12/21/2020 22:31,12/22/2020 7:28,100,13.9,479,535,262,90,127,56,475,0,89
12/20/2020 22:24,12/21/2020 22:31,UTC-06:00,75,52,59,,,12.3,1994,169,68,12/20/2020 22:24,12/21/2020 7:53,100,13.9,537,569,248,95,194,32,488,29,94
12/19/2020 23:44,12/20/2020 22:24,UTC-06:00,49,53,47,,,5.7,1426,149,66,12/19/2020 23:44,12/20/2020 8:19,87,14.4,477,512,166,99,212,35,546,61,93
12/19/2020 2:39,12/19/2020 23:44,UTC-06:00,87,48,68,,,14,1876,176,70,12/19/2020 2:39,12/19/2020 9:02,73,14.4,352,380,178,65,109,28,479,0,92
12/17/2020 22:38,12/19/2020 2:39,UTC-06:00,59,51,48,,,13.1,2210,173,69,12/17/2020 22:38,12/18/2020 6:59,100,13.8,476,500,191,105,180,24,462,0,95
12/16/2020 21:47,12/17/2020 22:38,UTC-06:00,66,55,53,,,8.5,1688,163,69,12/16/2020 21:47,12/17/2020 7:29,100,14.2,526,582,292,84,150,56,466,0,90
12/15/2020 22:44,12/16/2020 21:47,UTC-06:00,97,50,82,,,9.8,1707,161,62,12/15/2020 22:44,12/16/2020 7:57,100,13.9,524,553,272,86,166,29,491,0,94
12/14/2020 22:20,12/15/2020 22:44,UTC-06:00,71,51,59,,,15,2119,189,67,12/14/2020 22:20,12/15/2020 7:39,100,13.7,521,559,173,107,241,38,490,29,93
12/14/2020 0:34,12/14/2020 22:20,UTC-06:00,51,52,50,,,7.7,1506,143,66,12/14/2020 0:34,12/14/2020 8:35,87,14,466,481,168,110,188,15,536,77,96
12/13/2020 2:24,12/14/2020 0:34,UTC-06:00,29,65,46,,,6.1,1410,140,72,12/13/2020 2:24,12/13/2020 8:53,66,14.9,368,388,195,63,110,20,556,65,94
12/12/2020 1:18,12/13/2020 2:24,UTC-06:00,57,59,56,,,14.8,2432,183,81,12/12/2020 1:18,12/12/2020 7:05,71,14.2,336,346,167,50,119,10,477,0,97
12/10/2020 22:53,12/12/2020 1:18,UTC-06:00,44,51,46,,,12.6,2028,179,69,12/10/2020 22:53,12/11/2020 7:48,100,13.9,495,535,220,104,171,40,465,5,92
12/9/2020 22:47,12/10/2020 22:53,UTC-06:00,47,51,48,,,6.6,1554,155,64,12/9/2020 22:47,12/10/2020 6:55,98,14,449,488,186,107,156,39,458,0,92
12/8/2020 23:02,12/9/2020 22:47,UTC-06:00,83,55,66,,,5.4,1471,143,61,12/8/2020 23:02,12/9/2020 7:59,100,14,490,534,208,95,187,44,489,8,91
12/7/2020 22:51,12/8/2020 23:02,UTC-06:00,74,48,59,,,13.4,1875,182,70,12/7/2020 22:51,12/8/2020 7:06,97,13.8,471,494,191,100,180,23,483,0,95
12/6/2020 21:48,12/7/2020 22:51,UTC-06:00,83,51,67,,,13.7,2109,175,69,12/6/2020 21:48,12/7/2020 7:48,100,13.9,549,599,254,87,208,50,459,0,91
12/5/2020 23:21,12/6/2020 21:48,UTC-06:00,55,49,53,,,6.9,1475,158,61,12/5/2020 23:21,12/6/2020 8:19,100,13.9,492,533,206,104,182,41,477,18,92
12/5/2020 1:06,12/5/2020 23:21,UTC-06:00,47,58,52,,,6.7,1462,149,67,12/5/2020 1:06,12/5/2020 8:59,92,14.4,449,473,222,102,125,24,486,0,94
12/3/2020 22:57,12/5/2020 1:06,UTC-06:00,59,51,54,,,14.2,2171,180,72,12/3/2020 22:57,12/4/2020 7:31,100,14.2,478,513,217,104,157,35,468,0,93
12/2/2020 23:12,12/3/2020 22:57,UTC-06:00,59,53,55,,,10.6,1825,169,69,12/2/2020 23:12,12/3/2020 7:58,100,14.2,489,526,251,66,172,37,484,0,93
12/2/2020 0:01,12/2/2020 23:12,UTC-06:00,83,47,66,,,13.9,2013,173,67,12/2/2020 0:01,12/2/2020 9:22,100,13.9,524,557,214,118,192,33,479,0,93
11/30/2020 22:26,12/2/2020 0:01,UTC-06:00,62,51,55,,,13.1,2130,170,66,11/30/2020 22:26,12/1/2020 7:33,100,13.6,512,535,200,138,174,23,510,40,95
11/29/2020 22:05,11/30/2020 22:26,UTC-06:00,89,54,74,,,10.7,1783,172,65,11/29/2020 22:05,11/30/2020 5:23,82,14.1,394,437,178,88,128,43,484,22,90
11/29/2020 0:42,11/29/2020 22:05,UTC-06:00,62,50,54,,,7.9,1437,166,67,11/29/2020 0:42,11/29/2020 9:32,90,14.1,479,510,292,84,103,31,531,43,93
11/28/2020 0:44,11/29/2020 0:42,UTC-06:00,64,49,55,,,14.5,2052,183,76,11/28/2020 0:44,11/28/2020 8:16,81,14.1,401,451,173,95,133,50,495,8,88
11/27/2020 0:20,11/28/2020 0:44,UTC-06:00,68,51,56,,,14.3,2071,179,68,11/27/2020 0:20,11/27/2020 8:47,97,14.2,466,506,158,108,200,40,478,0,92
11/25/2020 22:44,11/27/2020 0:20,UTC-06:00,58,50,48,,,12.8,2021,188,68,11/25/2020 22:44,11/26/2020 7:26,100,14.4,487,517,212,114,161,30,476,17,94
11/24/2020 23:58,11/25/2020 22:44,UTC-06:00,60,51,50,,,6.1,1455,149,68,11/24/2020 23:58,11/25/2020 8:08,94,14.4,455,489,187,87,181,34,486,0,94
11/23/2020 21:55,11/24/2020 23:58,UTC-06:00,76,53,61,,,14.2,2150,185,66,11/23/2020 21:55,11/24/2020 7:44,100,14.5,554,589,283,104,167,35,548,77,94
11/23/2020 0:56,11/23/2020 21:55,UTC-06:00,50,56,50,,,11.4,1695,169,73,11/23/2020 0:56,11/23/2020 6:18,66,14.4,303,322,180,30,93,19,459,0,94
