Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %
7/11/2020 22:29,7/12/2020 22:45,UTC-05:00,38,53,49,,,5.8,1507,152,64,7/11/2020 22:29,7/12/2020 8:40,100,14.2,527,611,220,130,177,84,519,5,86
7/10/2020 23:40,7/11/2020 22:29,UTC-05:00,85,50,72,,,18.1,2482,187,75,7/10/2020 23:40,7/11/2020 7:40,98,14.2,450,479,161,103,186,29,459,0,93
7/9/2020 22:04,7/10/2020 23:40,UTC-05:00,35,53,47,,,6.3,1627,140,64,7/9/2020 22:04,7/10/2020 6:59,100,13.9,508,534,228,129,151,26,487,20,95
7/8/2020 22:59,7/9/2020 22:04,UTC-05:00,47,51,59,,,9.9,1705,157,65,7/8/2020 22:59,7/9/2020 7:35,93,14.2,463,516,157,116,190,53,500,29,89
7/8/2020 0:34,7/8/2020 22:59,UTC-05:00,36,52,51,,,11.1,1740,163,67,7/8/2020 0:34,7/8/2020 8:13,90,13.8,425,459,162,79,184,34,473,0,92
7/6/2020 22:19,7/8/2020 0:34,UTC-05:00,46,47,57,,,11.8,1819,183,62,7/6/2020 22:19,7/7/2020 7:16,100,14,500,536,218,101,181,36,473,0,93
7/5/2020 22:47,7/6/2020 22:19,UTC-05:00,66,48,67,,,11.7,1868,177,66,7/5/2020 22:47,7/6/2020 7:25,100,13.8,487,518,238,69,180,31,415,72,94
7/4/2020 22:47,7/5/2020 22:47,UTC-05:00,51,47,61,,,7.1,1563,151,62,7/4/2020 22:47,7/5/2020 4:29,68,13.9,334,342,141,73,120,8,493,0,98
7/3/2020 23:02,7/4/2020 22:47,UTC-05:00,54,49,61,,,15.2,2147,177,67,7/3/2020 23:02,7/4/2020 8:05,100,14.1,489,543,231,92,166,54,483,11,90
7/2/2020 22:17,7/3/2020 23:02,UTC-05:00,72,46,71,,,11.3,1849,172,63,7/2/2020 22:17,7/3/2020 8:02,96,13.8,534,585,189,116,229,51,554,56,91
7/2/2020 0:10,7/2/2020 22:17,UTC-05:00,63,46,68,,,15.9,2199,185,71,7/2/2020 0:10,7/2/2020 7:16,75,14.1,392,426,139,69,184,34,526,63,92
7/1/2020 2:50,7/2/2020 0:10,UTC-05:00,71,53,73,,,8.4,1492,162,62,7/1/2020 2:50,7/1/2020 9:00,72,14.2,344,370,123,76,145,26,478,0,92
6/29/2020 21:17,7/1/2020 2:50,UTC-05:00,76,46,69,,,12.8,2128,179,61,6/29/2020 21:17,6/30/2020 8:13,100,14.3,609,655,245,146,218,46,494,31,92
6/28/2020 21:57,6/29/2020 21:17,UTC-05:00,49,48,54,,,8.1,1596,164,66,6/28/2020 21:57,6/29/2020 5:47,86,14.4,412,470,171,99,142,58,480,18,88
6/27/2020 23:05,6/28/2020 21:57,UTC-05:00,47,51,53,,,7.9,1557,143,70,6/27/2020 23:05,6/28/2020 7:29,92,14.2,481,503,158,108,215,22,522,36,95
6/26/2020 23:45,6/27/2020 23:05,UTC-05:00,72,49,68,,,14.1,1882,188,69,6/26/2020 23:45,6/27/2020 7:17,84,14.2,403,452,241,68,94,49,482,13,89
6/25/2020 22:46,6/26/2020 23:45,UTC-05:00,82,49,77,,,10.6,1817,169,66,6/25/2020 22:46,6/26/2020 7:07,94,13.9,468,501,129,108,231,33,498,11,93
6/24/2020 22:28,6/25/2020 22:46,UTC-05:00,42,49,50,,,14.2,2137,189,70,6/24/2020 22:28,6/25/2020 6:54,96,14.3,468,506,159,110,199,38,489,29,93
6/23/2020 23:56,6/24/2020 22:28,UTC-05:00,51,49,55,,,6.5,1429,176,62,6/23/2020 23:56,6/24/2020 7:13,87,13.7,414,437,188,81,145,23,475,0,94
6/22/2020 21:07,6/23/2020 23:56,UTC-05:00,91,51,89,,,12.3,2024,181,62,6/22/2020 21:07,6/23/2020 7:22,100,14.4,559,615,210,132,217,56,471,2,90
6/21/2020 21:56,6/22/2020 21:07,UTC-05:00,61,46,57,,,10.5,1678,170,63,6/21/2020 21:56,6/22/2020 6:25,99,14.3,478,508,160,105,213,30,485,22,94
6/21/2020 0:30,6/21/2020 21:56,UTC-05:00,72,49,65,,,8.1,1475,141,69,6/21/2020 0:30,6/21/2020 7:59,90,14.3,427,448,188,80,159,21,475,0,95
6/19/2020 22:35,6/21/2020 0:30,UTC-05:00,58,51,53,,,12.2,1861,179,63,6/19/2020 22:35,6/20/2020 7:26,100,14.3,500,531,221,117,162,31,489,0,94
6/18/2020 22:58,6/19/2020 22:35,UTC-05:00,81,49,69,,,14.7,2211,178,67,6/18/2020 22:58,6/19/2020 8:05,100,14,514,547,177,103,234,33,509,14,93
6/17/2020 22:21,6/18/2020 22:58,UTC-05:00,97,49,86,,,15.5,2322,185,72,6/17/2020 22:21,6/18/2020 6:51,95,14.4,476,510,188,111,177,34,503,31,93
6/17/2020 0:32,6/17/2020 22:21,UTC-05:00,60,48,55,,,11.2,1726,170,69,6/17/2020 0:32,6/17/2020 7:50,86,14.2,398,437,134,107,157,39,465,0,93
6/15/2020 22:18,6/17/2020 0:32,UTC-05:00,50,51,52,,,9.3,1764,171,64,6/15/2020 22:18,6/16/2020 8:10,100,14.6,552,592,250,137,165,40,500,22,94
6/14/2020 21:53,6/15/2020 22:18,UTC-05:00,51,51,52,,,12.6,1808,177,65,6/14/2020 21:53,6/15/2020 6:01,90,14.4,425,487,182,78,165,62,473,15,89
6/13/2020 23:35,6/14/2020 21:53,UTC-05:00,45,51,52,,,4.4,1326,116,64,6/13/2020 23:35,6/14/2020 7:42,93,13.9,438,486,199,76,163,48,473,2,91
6/12/2020 22:05,6/13/2020 23:35,UTC-05:00,48,52,53,,,11.1,1845,169,67,6/12/2020 22:05,6/13/2020 7:02,99,14.2,470,537,258,94,118,67,476,0,89
6/11/2020 22:14,6/12/2020 22:05,UTC-05:00,38,55,48,,,12.4,1827,179,66,6/11/2020 22:14,6/12/2020 7:24,100,14,497,550,216,125,156,53,499,11,90
6/10/2020 22:00,6/11/2020 22:14,UTC-05:00,35,55,47,,,14.4,2020,178,70,6/10/2020 22:00,6/11/2020 7:14,96,14,510,554,198,121,191,44,531,68,93
6/9/2020 23:43,6/10/2020 22:00,UTC-05:00,83,48,78,,,8.6,1556,157,67,6/9/2020 23:43,6/10/2020 6:11,70,14,331,387,142,78,111,56,476,0,87
6/8/2020 22:39,6/9/2020 23:43,UTC-05:00,66,50,66,,,12.3,1829,174,65,6/8/2020 22:39,6/9/2020 7:17,100,13.9,483,517,144,124,215,34,465,0,94
6/7/2020 21:52,6/8/2020 22:39,UTC-05:00,60,49,60,,,9.4,1694,176,64,6/7/2020 21:52,6/8/2020 7:39,100,14.3,541,587,192,121,228,46,468,0,93
6/6/2020 21:46,6/7/2020 21:52,UTC-05:00,67,47,61,,,10.5,1682,173,62,6/6/2020 21:46,6/7/2020 7:38,100,14.3,561,592,195,142,224,31,494,8,95
6/5/2020 22:48,6/6/2020 21:46,UTC-05:00,55,49,54,,,14.1,1923,176,63,6/5/2020 22:48,6/6/2020 7:40,97,13.9,493,532,229,84,180,39,507,14,93
6/4/2020 22:16,6/5/2020 22:48,UTC-05:00,89,47,76,,,15.2,2080,188,68,6/4/2020 22:16,6/5/2020 7:01,95,14.5,483,524,175,107,201,41,509,11,93
6/3/2020 22:18,6/4/2020 22:16,UTC-05:00,98,47,92,,,15.8,2088,189,70,6/3/2020 22:18,6/4/2020 6:37,96,14.1,460,499,140,110,210,39,479,0,92
6/2/2020 21:44,6/3/2020 22:18,UTC-05:00,91,48,74,,,12.9,1972,179,64,6/2/2020 21:44,6/3/2020 7:02,100,14.2,498,557,180,127,191,59,485,14,90
6/1/2020 21:35,6/2/2020 21:44,UTC-05:00,47,48,51,,,11.1,1754,177,64,6/1/2020 21:35,6/2/2020 6:03,95,14.2,460,507,212,91,157,47,485,0,91
5/31/2020 21:36,6/1/2020 21:35,UTC-05:00,42,51,50,,,13.9,1889,179,67,5/31/2020 21:36,6/1/2020 5:59,100,14.5,474,503,204,94,176,29,475,0,94
5/30/2020 21:38,5/31/2020 21:36,UTC-05:00,57,48,56,,,12.2,1805,180,66,5/30/2020 21:38,5/31/2020 6:50,100,14.2,505,551,183,106,216,46,471,11,91
5/29/2020 21:54,5/30/2020 21:38,UTC-05:00,65,50,60,,,6,1488,124,65,5/29/2020 21:54,5/30/2020 5:59,96,14.3,454,484,192,103,159,30,472,11,93
5/28/2020 22:26,5/29/2020 21:54,UTC-05:00,47,55,53,,,7.1,1550,147,69,5/28/2020 22:26,5/29/2020 6:52,96,14,466,505,181,115,170,39,485,0,92
5/27/2020 22:01,5/28/2020 22:26,UTC-05:00,68,56,65,,,14,2238,177,72,5/27/2020 22:01,5/28/2020 7:25,100,14.2,528,564,230,126,172,36,479,0,93
5/26/2020 21:55,5/27/2020 22:01,UTC-05:00,36,54,45,,,12.9,1605,188,70,5/26/2020 21:55,5/27/2020 6:22,100,14.2,494,506,205,117,172,12,403,58,97
5/25/2020 18:19,5/26/2020 21:55,UTC-05:00,69,51,63,,,12.7,2142,178,71,5/25/2020 18:19,5/26/2020 0:44,80,14.5,330,385,215,58,57,55,412,129,85
5/24/2020 19:42,5/25/2020 18:19,UTC-05:00,48,49,58,,,12.5,1731,174,68,5/24/2020 19:42,5/24/2020 23:29,43,14.5,199,227,100,43,56,28,464,5,87
5/23/2020 21:28,5/24/2020 19:42,UTC-05:00,57,53,57,,,5.4,1372,130,61,5/23/2020 21:28,5/24/2020 7:34,98,14.3,567,606,219,130,218,39,576,88,93
5/22/2020 20:18,5/23/2020 21:28,UTC-05:00,91,48,84,,,14.4,2238,178,80,5/22/2020 20:18,5/23/2020 1:20,61,14.1,288,302,111,71,106,14,472,0,95
5/21/2020 22:27,5/22/2020 20:18,UTC-05:00,44,50,52,,,11.5,1586,183,64,5/21/2020 22:27,5/22/2020 7:48,100,14.5,526,561,196,124,206,35,484,8,94
5/20/2020 23:09,5/21/2020 22:27,UTC-05:00,36,51,48,,,12.2,1746,178,66,5/20/2020 23:09,5/21/2020 8:13,97,14.4,478,544,238,93,147,66,490,0,87
5/19/2020 21:53,5/20/2020 23:09,UTC-05:00,62,48,56,,,14.9,2371,175,75,5/19/2020 21:53,5/20/2020 7:23,100,14.5,534,570,201,94,239,36,383,170,93
5/18/2020 22:14,5/19/2020 21:53,UTC-05:00,44,52,59,,,6.1,1491,156,64,5/18/2020 22:14,5/19/2020 0:34,25,14.4,137,139,97,19,21,2,554,70,98
5/18/2020 2:54,5/18/2020 22:14,UTC-05:00,69,53,64,,,13.8,1722,179,73,5/18/2020 2:54,5/18/2020 9:22,69,14,349,387,94,99,156,38,507,15,90
5/16/2020 21:40,5/18/2020 2:54,UTC-05:00,71,51,66,,,14.9,2225,184,63,5/16/2020 21:40,5/17/2020 6:04,93,14.2,481,504,213,94,174,23,517,31,95
5/15/2020 21:24,5/16/2020 21:40,UTC-05:00,41,47,52,,,14,1844,186,61,5/15/2020 21:24,5/16/2020 4:59,86,14.1,426,455,203,90,133,29,494,36,93
5/15/2020 1:00,5/15/2020 21:24,UTC-05:00,39,51,52,,,5,1238,121,63,5/15/2020 1:00,5/15/2020 8:00,84,14.5,388,420,209,73,106,32,465,0,92
5/13/2020 22:21,5/15/2020 1:00,UTC-05:00,57,54,63,,,9.3,1709,171,63,5/13/2020 22:21,5/14/2020 6:55,100,14.4,490,513,232,68,190,23,471,11,95
5/12/2020 23:09,5/13/2020 22:21,UTC-05:00,31,51,47,,,6.7,1499,148,63,5/12/2020 23:09,5/13/2020 7:24,95,13.9,456,495,131,98,227,39,482,0,92
5/11/2020 22:03,5/12/2020 23:09,UTC-05:00,41,54,56,,,13.6,1954,176,63,5/11/2020 22:03,5/12/2020 7:24,100,13.9,534,561,263,99,172,27,498,29,95
5/10/2020 22:34,5/11/2020 22:03,UTC-05:00,41,48,56,,,10.5,1699,164,64,5/10/2020 22:34,5/11/2020 5:28,87,13.8,400,414,122,97,181,14,461,0,96
5/9/2020 22:01,5/10/2020 22:34,UTC-05:00,87,48,79,,,7.5,1611,167,60,5/9/2020 22:01,5/10/2020 7:00,100,13.9,499,538,138,106,255,39,477,0,92
5/8/2020 21:58,5/9/2020 22:01,UTC-05:00,77,44,73,,,12.5,1845,172,60,5/8/2020 21:58,5/9/2020 7:41,100,14.1,543,582,261,92,190,39,475,0,93
5/7/2020 22:37,5/8/2020 21:58,UTC-05:00,53,46,62,,,12.2,1753,176,61,5/7/2020 22:37,5/8/2020 7:15,100,13.9,502,518,163,117,222,16,466,0,96
5/6/2020 21:37,5/7/2020 22:37,UTC-05:00,71,46,72,,,9.6,1803,164,64,5/6/2020 21:37,5/7/2020 7:14,100,14.4,525,577,217,103,205,52,476,11,91
5/5/2020 22:25,5/6/2020 21:37,UTC-05:00,70,45,68,,,9.1,1659,166,67,5/5/2020 22:25,5/6/2020 6:56,95,14.3,471,511,207,91,173,40,493,0,92
5/4/2020 22:06,5/5/2020 22:25,UTC-05:00,98,47,83,,,15.2,2202,174,69,5/4/2020 22:06,5/5/2020 6:39,100,13.8,473,513,205,63,205,40,473,0,92
5/3/2020 21:41,5/4/2020 22:06,UTC-05:00,52,51,58,,,11.8,1856,165,64,5/3/2020 21:41,5/4/2020 6:50,100,14.1,509,549,229,109,171,40,487,0,92
5/2/2020 22:26,5/3/2020 21:41,UTC-05:00,90,51,71,,,14.3,1935,180,66,5/2/2020 22:26,5/3/2020 7:28,100,14.6,497,542,146,121,230,45,471,11,91
5/1/2020 22:24,5/2/2020 22:26,UTC-05:00,87,51,68,,,6,1372,166,68,5/1/2020 22:24,5/2/2020 6:58,96,14.5,470,513,209,93,168,43,490,0,91
4/30/2020 22:36,5/1/2020 22:24,UTC-05:00,92,50,70,,,14.8,2020,180,68,4/30/2020 22:36,5/1/2020 7:24,100,14.5,484,528,197,109,178,44,486,0,91
4/29/2020 22:39,4/30/2020 22:36,UTC-05:00,79,50,60,,,14.2,1953,186,65,4/29/2020 22:39,4/30/2020 7:38,100,14.6,489,538,146,121,222,49,475,93,90
4/29/2020 3:40,4/29/2020 22:39,UTC-05:00,76,49,75,,,13.2,1517,188,67,4/29/2020 3:40,4/29/2020 8:20,59,14.2,246,280,124,53,69,34,416,0,87
4/27/2020 21:41,4/29/2020 3:40,UTC-05:00,73,48,65,,,15.1,2292,186,61,4/27/2020 21:41,4/28/2020 6:43,100,14.5,502,541,218,109,175,39,483,8,92
4/26/2020 21:28,4/27/2020 21:41,UTC-05:00,46,45,56,,,11.9,1831,175,63,4/26/2020 21:28,4/27/2020 5:29,97,14.6,445,481,213,77,155,36,458,0,92
4/25/2020 22:35,4/26/2020 21:28,UTC-05:00,38,52,51,,,5.6,1418,140,64,4/25/2020 22:35,4/26/2020 7:30,100,15.2,507,535,218,102,187,28,461,2,94
4/24/2020 23:01,4/25/2020 22:35,UTC-05:00,33,53,48,,,5.6,1465,128,64,4/24/2020 23:01,4/25/2020 7:50,99,14.7,474,528,146,120,208,54,481,0,89
4/23/2020 22:27,4/24/2020 23:01,UTC-05:00,36,48,53,,,13.3,1963,184,73,4/23/2020 22:27,4/24/2020 7:23,100,14.9,455,535,223,96,136,80,429,13,85
4/22/2020 22:31,4/23/2020 22:27,UTC-05:00,32,49,52,,,7.8,1598,152,64,4/22/2020 22:31,4/23/2020 7:08,94,14.8,458,516,156,109,193,58,484,0,88
4/21/2020 22:17,4/22/2020 22:31,UTC-05:00,95,44,91,,,13.9,2258,150,79,4/21/2020 22:17,4/22/2020 7:23,100,14.6,500,546,239,76,185,46,492,0,91
4/20/2020 21:37,4/21/2020 22:17,UTC-05:00,62,48,69,,,15.1,2203,177,79,4/20/2020 21:37,4/21/2020 6:52,100,14.7,493,555,217,96,180,62,488,0,88
4/19/2020 23:05,4/20/2020 21:37,UTC-05:00,85,46,82,,,14.5,1973,185,75,4/19/2020 23:05,4/20/2020 8:19,100,14.5,505,554,167,132,206,49,478,0,91
4/18/2020 21:38,4/19/2020 23:05,UTC-05:00,81,49,76,,,12.8,1911,172,62,4/18/2020 21:38,4/19/2020 7:26,100,14.9,558,588,221,123,214,30,505,47,94
4/17/2020 21:42,4/18/2020 21:38,UTC-05:00,88,48,82,,,4.6,1423,132,55,4/17/2020 21:42,4/18/2020 5:29,79,14.5,430,467,157,98,175,37,541,45,92
4/17/2020 1:15,4/17/2020 21:42,UTC-05:00,93,50,90,,,15.6,1891,176,69,4/17/2020 1:15,4/17/2020 8:32,80,14.1,396,437,122,82,192,41,498,5,90
4/15/2020 21:59,4/17/2020 1:15,UTC-05:00,81,58,74,,,15.1,2291,181,71,4/15/2020 21:59,4/16/2020 6:45,98,13.9,503,526,294,109,100,23,515,34,95
4/15/2020 0:11,4/15/2020 21:59,UTC-05:00,56,49,57,,,13.3,1939,170,75,4/15/2020 0:11,4/15/2020 7:20,85,13.9,402,428,154,93,155,26,475,9,93
4/13/2020 22:28,4/15/2020 0:11,UTC-05:00,53,49,56,,,9.7,1781,164,61,4/13/2020 22:28,4/14/2020 6:44,96,14.5,477,496,136,107,234,19,497,5,96
4/12/2020 20:58,4/13/2020 22:28,UTC-05:00,87,43,82,,,14.9,2206,176,65,4/12/2020 20:58,4/13/2020 5:24,98,14.2,449,505,154,106,189,56,460,0,88
4/11/2020 22:57,4/12/2020 20:58,UTC-05:00,50,47,59,,,6.5,1437,141,58,4/11/2020 22:57,4/12/2020 7:41,100,14.4,484,524,170,105,209,40,481,0,92
4/10/2020 22:06,4/11/2020 22:57,UTC-05:00,60,47,65,,,13.4,1918,177,64,4/10/2020 22:06,4/11/2020 7:16,100,14.4,517,550,171,119,227,33,491,0,94
4/9/2020 21:53,4/10/2020 22:06,UTC-05:00,50,49,59,,,15,2046,181,65,4/9/2020 21:53,4/10/2020 7:35,100,14.6,502,582,204,125,173,80,462,0,86
4/8/2020 22:11,4/9/2020 21:53,UTC-05:00,58,49,62,,,8.1,1608,167,59,4/8/2020 22:11,4/9/2020 7:00,100,14.5,492,529,202,106,184,37,489,0,92
4/7/2020 22:07,4/8/2020 22:11,UTC-05:00,64,49,65,,,14.6,2009,178,63,4/7/2020 22:07,4/8/2020 6:56,100,14.6,504,529,202,108,194,25,504,18,95
4/6/2020 22:48,4/7/2020 22:07,UTC-05:00,62,50,64,,,14.1,1790,187,65,4/6/2020 22:48,4/7/2020 7:29,92,14.7,465,521,193,115,157,56,506,0,89
4/5/2020 22:27,4/6/2020 22:48,UTC-05:00,98,46,95,,,17.1,2385,183,68,4/5/2020 22:27,4/6/2020 6:53,100,14.4,480,506,200,123,157,26,471,0,94
4/4/2020 22:01,4/5/2020 22:27,UTC-05:00,99,45,85,,,11.3,1881,159,63,4/4/2020 22:01,4/5/2020 6:58,100,14.4,493,537,168,108,217,44,479,0,91
4/3/2020 22:13,4/4/2020 22:01,UTC-05:00,54,47,59,,,13,1828,183,61,4/3/2020 22:13,4/4/2020 6:45,100,14.3,488,512,192,82,214,24,485,23,95
4/2/2020 22:40,4/3/2020 22:13,UTC-05:00,52,51,59,,,7.7,1564,126,63,4/2/2020 22:40,4/3/2020 7:05,92,14.4,474,505,129,94,251,31,513,38,93
4/1/2020 23:03,4/2/2020 22:40,UTC-05:00,53,51,62,,,12,1785,172,70,4/1/2020 23:03,4/2/2020 7:01,83,14.6,439,478,195,94,150,39,527,38,92
3/31/2020 22:41,4/1/2020 23:03,UTC-05:00,64,54,72,,,14.5,2405,149,75,3/31/2020 22:41,4/1/2020 6:03,83,14.5,413,441,228,100,85,28,496,15,93
3/30/2020 22:35,3/31/2020 22:41,UTC-05:00,41,48,51,,,13.2,2117,172,71,3/30/2020 22:35,3/31/2020 6:28,93,14.4,450,473,194,99,157,23,483,11,95
3/30/2020 0:27,3/30/2020 22:35,UTC-05:00,63,50,63,,,11.3,1675,181,65,3/30/2020 0:27,3/30/2020 8:29,96,14.1,458,481,179,97,182,23,476,0,95
3/28/2020 21:47,3/30/2020 0:27,UTC-05:00,66,45,64,,,12.3,1970,174,61,3/28/2020 21:47,3/29/2020 7:26,100,14.6,548,579,248,144,156,31,482,25,94
3/27/2020 22:06,3/28/2020 21:47,UTC-05:00,96,49,95,,,4.4,1407,131,55,3/27/2020 22:06,3/28/2020 5:39,89,14,418,453,246,69,103,35,471,0,92
3/26/2020 22:16,3/27/2020 22:06,UTC-05:00,51,50,52,,,11.2,1740,180,59,3/26/2020 22:16,3/27/2020 8:01,100,14.6,555,585,341,96,118,30,500,0,94
3/25/2020 22:00,3/26/2020 22:16,UTC-05:00,99,51,87,,,16.2,2105,187,61,3/25/2020 22:00,3/26/2020 8:00,100,14.9,544,599,139,126,279,55,477,14,90
3/24/2020 23:56,3/25/2020 22:00,UTC-05:00,96,51,77,,,8.4,1563,149,59,3/24/2020 23:56,3/25/2020 9:03,95,14.8,460,546,154,117,189,86,484,0,84
3/23/2020 22:05,3/24/2020 23:56,UTC-05:00,59,51,52,,,13.7,2002,183,63,3/23/2020 22:05,3/24/2020 7:34,100,14.9,551,568,259,124,168,17,529,66,97
3/23/2020 0:30,3/23/2020 22:05,UTC-05:00,37,48,46,,,8.4,1483,167,60,3/23/2020 0:30,3/23/2020 6:14,71,14.7,336,343,153,66,117,7,476,0,97
3/21/2020 22:44,3/23/2020 0:30,UTC-05:00,60,50,57,,,12.4,1874,175,61,3/21/2020 22:44,3/22/2020 8:05,100,14.6,523,561,207,101,215,38,458,0,93
3/20/2020 22:22,3/21/2020 22:44,UTC-05:00,62,54,60,,,5.1,1456,120,61,3/20/2020 22:22,3/21/2020 7:41,100,14.5,495,558,237,112,146,63,474,0,88
3/19/2020 22:40,3/20/2020 22:22,UTC-05:00,58,51,57,,,11.8,1766,186,63,3/19/2020 22:40,3/20/2020 7:45,100,14.2,510,545,259,102,149,35,482,0,93
3/18/2020 21:58,3/19/2020 22:40,UTC-05:00,47,49,52,,,13.5,1976,189,63,3/18/2020 21:58,3/19/2020 8:41,100,14.3,610,643,335,126,149,33,508,0,94
3/17/2020 21:00,3/18/2020 21:58,UTC-05:00,50,48,53,,,17.3,2243,186,64,3/17/2020 21:00,3/18/2020 6:50,100,14.1,553,590,233,112,208,37,511,17,94
3/16/2020 18:48,3/17/2020 21:00,UTC-05:00,70,45,65,,,15.2,2119,189,62,3/16/2020 18:48,3/17/2020 3:13,94,14.8,459,505,263,95,101,46,489,31,90
3/16/2020 3:10,3/16/2020 18:48,UTC-05:00,90,52,86,,,3.1,914,111,57,3/16/2020 3:10,3/16/2020 9:22,86,14.4,339,372,123,83,133,33,396,0,91
3/14/2020 21:09,3/16/2020 3:10,UTC-05:00,43,49,50,,,4.9,1795,127,58,3/14/2020 21:09,3/15/2020 7:08,100,14.2,549,599,235,133,181,50,448,5,91
3/13/2020 21:26,3/14/2020 21:09,UTC-05:00,54,48,55,,,15.6,2047,187,64,3/13/2020 21:26,3/14/2020 6:16,98,14.6,491,530,180,130,181,39,499,40,92
3/12/2020 20:15,3/13/2020 21:26,UTC-05:00,80,48,64,,,4.9,1510,122,58,3/12/2020 20:15,3/13/2020 3:44,82,14.6,409,449,175,91,143,40,499,17,91
3/11/2020 20:58,3/12/2020 20:15,UTC-05:00,81,46,62,,,13.3,1879,182,61,3/11/2020 20:58,3/12/2020 5:37,94,14.5,486,519,156,112,218,33,519,26,93
3/10/2020 21:08,3/11/2020 20:58,UTC-05:00,59,54,52,,,15.2,2018,179,63,3/10/2020 21:08,3/11/2020 6:16,91,14.4,511,548,232,108,171,37,562,79,93
3/9/2020 22:23,3/10/2020 21:08,UTC-05:00,84,50,67,,,13.6,1861,184,64,3/9/2020 22:23,3/10/2020 3:44,65,14.8,315,321,128,74,113,6,488,0,98
3/8/2020 20:22,3/9/2020 22:23,UTC-05:00,88,48,68,,,14.4,2108,191,68,3/8/2020 20:22,3/9/2020 7:00,100,14.4,583,638,167,140,276,55,497,38,91
3/7/2020 20:58,3/8/2020 20:22,UTC-05:00,87,48,75,,,5.5,1432,137,59,3/7/2020 20:58,3/8/2020 3:44,83,14.5,378,406,172,62,144,28,457,0,93
3/6/2020 21:26,3/7/2020 19:58,UTC-06:00,52,49,50,,,3.4,1317,113,56,3/6/2020 21:26,3/7/2020 6:45,100,14.6,509,559,163,134,212,50,478,5,91
3/5/2020 22:09,3/6/2020 21:26,UTC-06:00,46,56,53,,,11.5,1816,171,65,3/5/2020 22:09,3/6/2020 6:23,98,14.8,464,494,164,99,201,30,473,0,94
3/4/2020 21:11,3/5/2020 22:09,UTC-06:00,34,55,42,,,11.6,1842,182,66,3/4/2020 21:11,3/5/2020 6:05,100,14.8,502,534,239,107,156,32,479,0,94
3/3/2020 20:35,3/4/2020 21:11,UTC-06:00,52,51,54,,,13,2083,176,66,3/3/2020 20:35,3/4/2020 6:21,100,14.6,557,586,182,114,261,29,526,68,95
3/2/2020 21:12,3/3/2020 20:35,UTC-06:00,41,49,45,,,4.6,1400,117,63,3/2/2020 21:12,3/3/2020 3:45,70,14.9,371,392,217,67,87,21,529,75,95
3/1/2020 21:17,3/2/2020 21:12,UTC-06:00,53,45,61,,,15.5,2117,189,66,3/1/2020 21:17,3/2/2020 3:20,67,14.7,309,362,125,71,113,53,459,2,87
2/29/2020 22:17,3/1/2020 21:17,UTC-06:00,76,49,83,,,2,1336,104,58,2/29/2020 22:17,3/1/2020 7:44,99,14.8,517,567,222,113,182,50,524,27,91
2/28/2020 23:43,2/29/2020 22:17,UTC-06:00,64,57,71,,,15.8,1929,188,68,2/28/2020 23:43,2/29/2020 7:14,88,14.5,432,451,173,93,166,19,493,0,95
2/28/2020 0:00,2/28/2020 23:43,UTC-06:00,,,,,,4,555,107,65,,,,,,,,,,,,,
