cstart,cend,sleeponset,wakeonset,SleepScore,resprate,asleep,inbed,lightsleep,deepsleep,rem,awake,sleepneed,sleepdebt,efficiency,Nap
11/29/2020 23:03,11/16/2020 0:08,11/14/2020 22:37,11/15/2020 8:49,100,13.4,577,612,192,140,245,35,462,0,94,FALSE
11/30/2020 23:03,11/16/2020 22:36,11/16/2020 0:08,11/16/2020 9:14,100,13.8,522,545,163,93,266,23,471,0,95,FALSE
12/1/2020 23:03,11/17/2020 20:50,11/17/2020 20:50,11/18/2020 7:45,100,14.1,606,655,309,130,167,49,404,88,92,FALSE
12/2/2020 23:03,11/17/2020 20:50,11/17/2020 7:26,11/17/2020 9:58,27,14.4,147,152,105,16,26,5,545,88,96,TRUE
12/3/2020 23:03,11/17/2020 20:50,11/16/2020 22:36,11/17/2020 3:45,61,14.1,297,308,164,32,101,11,483,0,96,FALSE
12/4/2020 23:03,11/19/2020 22:47,11/18/2020 23:53,11/19/2020 8:09,98,14,450,487,210,97,143,37,460,0,92,FALSE
12/5/2020 23:03,11/21/2020 2:34,11/19/2020 22:47,11/20/2020 7:32,100,14.6,487,524,278,74,135,37,486,5,93,FALSE
12/6/2020 23:03,11/22/2020 0:06,11/21/2020 16:07,11/21/2020 17:20,13,15.9,72,72,46,0,26,0,540,72,100,TRUE
12/7/2020 23:03,11/22/2020 0:06,11/21/2020 2:34,11/21/2020 8:06,68,13.9,314,332,130,60,124,18,460,0,94,FALSE
12/8/2020 23:03,11/23/2020 0:56,11/22/2020 0:06,11/22/2020 9:22,100,15.3,514,555,246,117,151,41,472,72,92,FALSE
12/9/2020 23:03,11/23/2020 21:55,11/23/2020 0:56,11/23/2020 6:18,66,14.4,303,322,180,30,93,19,459,0,94,FALSE
12/10/2020 23:03,11/24/2020 23:58,11/23/2020 21:55,11/24/2020 7:44,100,14.5,554,589,283,104,167,35,548,77,94,FALSE
12/11/2020 23:03,11/25/2020 22:44,11/24/2020 23:58,11/25/2020 8:08,94,14.4,455,489,187,87,181,34,486,0,94,FALSE
12/12/2020 23:03,11/27/2020 0:20,11/25/2020 22:44,11/26/2020 7:26,100,14.4,487,517,212,114,161,30,476,17,94,FALSE
12/13/2020 23:03,11/28/2020 0:44,11/27/2020 0:20,11/27/2020 8:47,97,14.2,466,506,158,108,200,40,478,0,92,FALSE
12/14/2020 23:03,11/29/2020 0:42,11/28/2020 0:44,11/28/2020 8:16,81,14.1,401,451,173,95,133,50,495,8,88,FALSE
12/15/2020 23:03,11/29/2020 22:05,11/29/2020 0:42,11/29/2020 9:32,90,14.1,479,510,292,84,103,31,531,43,93,FALSE
12/16/2020 23:03,11/30/2020 22:26,11/29/2020 22:05,11/30/2020 5:23,82,14.1,394,437,178,88,128,43,484,22,90,FALSE
12/17/2020 23:03,12/2/2020 0:01,11/30/2020 22:26,12/1/2020 7:33,100,13.6,512,535,200,138,174,23,510,40,95,FALSE
12/18/2020 23:03,12/2/2020 23:12,12/2/2020 0:01,12/2/2020 9:22,100,13.9,524,557,214,118,192,33,479,0,93,FALSE
12/19/2020 23:03,12/3/2020 22:57,12/2/2020 23:12,12/3/2020 7:58,100,14.2,489,526,251,66,172,37,484,0,93,FALSE
12/20/2020 23:03,12/5/2020 1:06,12/3/2020 22:57,12/4/2020 7:31,100,14.2,478,513,217,104,157,35,468,0,93,FALSE
12/21/2020 23:03,12/5/2020 23:21,12/5/2020 1:06,12/5/2020 8:59,92,14.4,449,473,222,102,125,24,486,0,94,FALSE
12/22/2020 23:03,12/6/2020 21:48,12/5/2020 23:21,12/6/2020 8:19,100,13.9,492,533,206,104,182,41,477,18,92,FALSE
12/23/2020 23:03,12/7/2020 22:51,12/6/2020 21:48,12/7/2020 7:48,100,13.9,549,599,254,87,208,50,459,0,91,FALSE
12/24/2020 23:03,12/8/2020 23:02,12/7/2020 22:51,12/8/2020 7:06,97,13.8,471,494,191,100,180,23,483,0,95,FALSE
12/25/2020 23:03,12/9/2020 22:47,12/8/2020 23:02,12/9/2020 7:59,100,14,490,534,208,95,187,44,489,8,91,FALSE
12/26/2020 23:03,12/10/2020 22:53,12/9/2020 22:47,12/10/2020 6:55,98,14,449,488,186,107,156,39,458,0,92,FALSE
12/27/2020 23:03,12/12/2020 1:18,12/10/2020 22:53,12/11/2020 7:48,100,13.9,495,535,220,104,171,40,465,5,92,FALSE
12/28/2020 23:03,12/13/2020 2:24,12/12/2020 1:18,12/12/2020 7:05,71,14.2,336,346,167,50,119,10,477,0,97,FALSE
12/29/2020 23:03,12/14/2020 0:34,12/13/2020 2:24,12/13/2020 8:53,66,14.9,368,388,195,63,110,20,556,65,94,FALSE
12/30/2020 23:03,12/14/2020 22:20,12/14/2020 0:34,12/14/2020 8:35,87,14,466,481,168,110,188,15,536,77,96,FALSE
12/31/2020 23:03,12/15/2020 22:44,12/14/2020 22:20,12/15/2020 7:39,100,13.7,521,559,173,107,241,38,490,29,93,FALSE
1/1/2021 23:03,12/16/2020 21:47,12/15/2020 22:44,12/16/2020 7:57,100,13.9,524,553,272,86,166,29,491,0,94,FALSE
1/2/2021 23:03,12/17/2020 22:38,12/16/2020 21:47,12/17/2020 7:29,100,14.2,526,582,292,84,150,56,466,0,90,FALSE
1/3/2021 23:03,12/19/2020 2:39,12/17/2020 22:38,12/18/2020 6:59,100,13.8,476,500,191,105,180,24,462,0,95,FALSE
1/4/2021 23:03,12/19/2020 23:44,12/19/2020 2:39,12/19/2020 9:02,73,14.4,352,380,178,65,109,28,479,0,92,FALSE
1/5/2021 23:03,12/20/2020 22:24,12/19/2020 23:44,12/20/2020 8:19,87,14.4,477,512,166,99,212,35,546,61,93,FALSE
1/6/2021 23:03,12/21/2020 22:31,12/20/2020 22:24,12/21/2020 7:53,100,13.9,537,569,248,95,194,32,488,29,94,FALSE
1/7/2021 23:03,12/22/2020 22:05,12/21/2020 22:31,12/22/2020 7:28,100,13.9,479,535,262,90,127,56,475,0,89,FALSE
1/8/2021 23:03,12/23/2020 23:33,12/22/2020 22:05,12/23/2020 7:11,100,14.4,501,545,265,100,136,44,463,0,92,FALSE
1/9/2021 23:03,12/24/2020 22:36,12/23/2020 23:33,12/24/2020 6:44,85,14.1,409,430,185,84,140,21,479,0,95,FALSE
1/10/2021 23:03,12/25/2020 21:58,12/24/2020 22:36,12/25/2020 6:49,95,13.8,468,493,198,105,165,25,491,34,95,FALSE
1/11/2021 23:03,12/26/2020 23:04,12/25/2020 21:58,12/26/2020 6:54,100,13.7,482,535,236,94,152,53,474,14,90,FALSE
1/12/2021 23:03,12/27/2020 22:00,12/26/2020 23:04,12/27/2020 7:26,98,13.7,480,498,191,98,191,18,490,0,96,FALSE
1/13/2021 23:03,12/28/2020 22:40,12/27/2020 22:00,12/28/2020 7:31,100,13.7,529,570,123,139,267,41,470,5,93,FALSE
1/14/2021 23:03,12/29/2020 22:43,12/28/2020 22:40,12/29/2020 8:06,100,13.7,520,565,231,126,163,45,481,0,91,FALSE
1/15/2021 23:03,12/30/2020 23:06,12/29/2020 22:43,12/30/2020 7:26,100,13.8,488,520,252,78,158,32,462,0,93,FALSE
1/16/2021 23:03,1/1/2021 1:32,12/30/2020 23:06,12/31/2020 7:23,100,13.9,466,496,215,118,133,30,458,0,94,FALSE
1/17/2021 23:03,1/1/2021 21:29,1/1/2021 1:32,1/1/2021 10:38,100,14.2,493,545,208,127,158,52,479,0,90,FALSE
1/18/2021 23:03,1/3/2021 2:57,1/1/2021 21:29,1/2/2021 7:03,100,14.1,522,573,252,116,154,51,460,0,91,FALSE
1/19/2021 23:03,1/3/2021 22:35,1/3/2021 2:57,1/3/2021 9:27,76,14.1,359,389,130,87,142,30,474,0,92,FALSE
1/20/2021 23:03,1/4/2021 23:01,1/3/2021 22:35,1/4/2021 7:52,100,13.8,525,557,173,115,237,32,512,54,94,FALSE
1/21/2021 23:03,1/5/2021 22:31,1/4/2021 23:01,1/5/2021 8:13,100,13.7,515,545,274,88,153,30,461,0,95,FALSE
1/22/2021 23:03,1/6/2021 22:57,1/5/2021 22:31,1/6/2021 7:46,100,13.8,491,554,201,78,212,63,487,0,90,FALSE
1/23/2021 23:03,1/7/2021 22:01,1/6/2021 22:57,1/7/2021 6:47,94,13.9,430,470,130,96,204,40,457,0,91,FALSE
1/24/2021 23:03,1/8/2021 22:48,1/7/2021 22:01,1/8/2021 7:50,100,14,558,589,243,118,197,31,480,13,94,FALSE
1/25/2021 23:03,1/10/2021 0:34,1/8/2021 22:48,1/9/2021 7:28,100,13.9,479,516,226,95,158,37,476,0,92,FALSE
1/26/2021 23:03,1/10/2021 22:26,1/10/2021 0:34,1/10/2021 7:39,83,14,397,423,228,84,85,26,477,0,94,FALSE
1/27/2021 23:03,1/11/2021 23:16,1/10/2021 22:26,1/11/2021 8:50,100,13.8,580,623,241,119,220,43,498,38,93,FALSE
1/28/2021 23:03,1/12/2021 22:51,1/11/2021 23:16,1/12/2021 7:46,100,13.8,470,506,227,68,175,36,468,0,92,FALSE
1/29/2021 23:03,1/13/2021 23:05,1/12/2021 22:51,1/13/2021 8:14,100,13.8,515,562,238,91,186,47,463,0,91,FALSE
1/30/2021 23:03,1/14/2021 23:11,1/13/2021 23:05,1/14/2021 7:23,99,13.8,459,496,214,97,148,37,464,0,92,FALSE
1/31/2021 23:03,1/16/2021 0:25,1/14/2021 23:11,1/15/2021 7:29,98,13.9,454,498,207,63,184,44,464,2,91,FALSE
2/1/2021 23:03,1/16/2021 23:23,1/16/2021 12:30,1/16/2021 13:44,14,14.2,66,73,49,11,6,7,492,34,91,TRUE
2/2/2021 23:03,1/16/2021 23:23,1/16/2021 0:25,1/16/2021 8:20,85,13.8,420,475,208,81,131,55,496,5,88,FALSE
2/3/2021 23:03,1/17/2021 22:58,1/16/2021 23:23,1/17/2021 8:27,100,13.9,499,542,262,78,159,43,426,34,92,FALSE
2/4/2021 23:03,1/18/2021 22:59,1/17/2021 22:58,1/18/2021 7:56,100,13.8,494,538,214,99,181,44,458,0,91,FALSE
2/5/2021 23:03,1/19/2021 23:36,1/18/2021 22:59,1/19/2021 7:19,100,13.6,478,500,207,88,183,22,463,0,96,FALSE
2/6/2021 23:03,1/20/2021 21:35,1/19/2021 23:36,1/20/2021 7:39,100,13.8,466,479,233,90,143,13,464,0,97,FALSE
2/7/2021 23:03,1/21/2021 22:43,1/20/2021 21:35,1/21/2021 7:47,100,13.9,536,611,243,117,176,75,466,0,87,FALSE
2/8/2021 23:03,1/23/2021 0:46,1/21/2021 22:43,1/22/2021 8:14,100,13.9,534,571,265,115,154,37,464,0,93,FALSE
2/9/2021 23:03,1/23/2021 23:40,1/23/2021 0:46,1/23/2021 8:05,85,14.1,401,434,189,96,116,33,471,0,92,FALSE
2/10/2021 23:03,1/24/2021 22:20,1/23/2021 23:40,1/24/2021 4:29,56,14.3,277,289,124,44,109,12,493,34,95,FALSE
2/11/2021 23:03,1/25/2021 23:05,1/24/2021 22:20,1/25/2021 8:39,100,13.9,560,618,185,138,237,58,557,99,90,FALSE
2/12/2021 23:03,1/26/2021 23:07,1/25/2021 23:05,1/26/2021 9:07,100,14.6,533,587,264,106,163,54,464,0,90,FALSE
2/13/2021 23:03,1/27/2021 23:07,1/26/2021 23:07,1/27/2021 7:51,100,13.8,477,524,185,90,202,47,462,0,91,FALSE
2/14/2021 23:03,1/28/2021 23:22,1/27/2021 23:07,1/28/2021 7:43,94,13.8,455,514,196,105,154,59,483,0,88,FALSE
2/15/2021 23:03,1/30/2021 0:48,1/28/2021 23:22,1/29/2021 7:44,94,13.7,452,501,232,53,167,49,479,17,90,FALSE
2/16/2021 23:03,1/31/2021 2:04,1/30/2021 0:48,1/30/2021 8:10,85,13.9,420,441,281,60,79,21,494,17,95,FALSE
2/17/2021 23:03,1/31/2021 19:52,1/31/2021 2:04,1/31/2021 5:37,43,13.7,209,213,87,41,81,4,491,34,98,FALSE
2/18/2021 23:03,2/1/2021 21:52,1/31/2021 19:52,2/1/2021 6:48,100,14.2,604,655,266,144,194,51,587,129,92,FALSE
2/19/2021 23:03,2/2/2021 22:12,2/1/2021 21:52,2/2/2021 6:34,100,14.1,489,521,158,127,204,32,477,0,94,FALSE
2/20/2021 23:03,2/3/2021 22:56,2/2/2021 22:12,2/3/2021 7:09,100,13.7,501,536,245,78,178,35,458,0,93,FALSE
2/21/2021 23:03,2/4/2021 21:56,2/3/2021 22:56,2/4/2021 7:56,100,13.9,479,539,190,93,196,60,477,0,88,FALSE
2/22/2021 23:03,2/5/2021 23:54,2/4/2021 21:56,2/5/2021 7:37,100,13.9,545,580,189,122,234,35,462,0,93,FALSE
2/23/2021 23:03,2/6/2021 22:11,2/5/2021 23:54,2/6/2021 7:25,88,14.2,410,449,206,88,116,39,464,0,91,FALSE
2/24/2021 23:03,2/7/2021 21:37,2/6/2021 22:11,2/7/2021 3:59,68,13.7,330,348,133,76,121,18,488,27,95,FALSE
2/25/2021 23:03,2/8/2021 22:23,2/7/2021 21:37,2/8/2021 7:51,100,13.7,580,612,204,136,240,32,535,72,94,FALSE
2/26/2021 23:03,2/9/2021 22:31,2/8/2021 22:23,2/9/2021 7:40,100,13.8,523,557,167,120,236,34,461,0,94,FALSE
2/27/2021 23:03,2/10/2021 22:00,2/9/2021 22:31,2/10/2021 7:19,96,13.8,469,528,253,104,112,59,489,0,89,FALSE
2/28/2021 23:03,2/11/2021 22:18,2/10/2021 22:00,2/11/2021 6:16,97,13.9,460,493,218,90,152,33,476,11,93,FALSE
3/1/2021 23:03,2/12/2021 22:59,2/11/2021 22:18,2/12/2021 7:21,100,14.1,483,538,220,93,170,55,472,8,89,FALSE
3/2/2021 23:03,2/13/2021 21:52,2/12/2021 22:59,2/13/2021 7:49,100,13.7,468,528,161,122,185,60,470,0,88,FALSE
3/3/2021 23:03,2/14/2021 22:54,2/14/2021 15:26,2/14/2021 17:21,21,15,114,115,41,15,58,1,530,72,100,TRUE
3/4/2021 23:03,2/14/2021 22:54,2/13/2021 21:52,2/14/2021 3:41,68,13.9,310,349,112,63,135,39,459,0,89,FALSE
3/5/2021 23:03,2/16/2021 0:22,2/14/2021 22:54,2/15/2021 6:34,100,14,434,459,161,82,191,25,418,72,94,FALSE
3/6/2021 23:03,2/16/2021 23:27,2/16/2021 0:22,2/16/2021 8:10,89,13.5,426,456,200,92,134,30,476,0,93,FALSE
3/7/2021 23:03,2/17/2021 23:18,2/16/2021 23:27,2/17/2021 7:24,90,13.4,436,475,159,104,173,39,486,24,92,FALSE
3/8/2021 23:03,2/18/2021 22:43,2/17/2021 23:18,2/18/2021 7:56,94,13.7,464,513,157,99,208,49,492,22,90,FALSE
3/9/2021 23:03,2/19/2021 22:39,2/18/2021 22:43,2/19/2021 6:59,94,13.7,450,496,228,66,156,46,479,17,90,FALSE
3/10/2021 23:03,2/20/2021 23:36,2/19/2021 22:39,2/20/2021 8:08,100,13.8,523,569,245,128,150,46,501,17,92,FALSE
3/11/2021 23:03,2/21/2021 21:37,2/20/2021 23:36,2/21/2021 6:10,80,13.7,367,393,211,66,90,26,462,0,93,FALSE
3/12/2021 23:03,2/22/2021 21:57,2/21/2021 22:37,2/22/2021 6:56,93,14,467,499,188,116,163,32,503,45,93,FALSE
3/13/2021 23:03,2/23/2021 22:21,2/22/2021 21:57,2/23/2021 6:40,100,13.9,492,522,305,98,89,30,491,20,94,FALSE
3/14/2021 23:03,2/24/2021 22:09,2/23/2021 22:21,2/24/2021 6:50,100,13.9,487,505,267,71,149,18,462,0,96,FALSE
3/15/2021 23:03,2/25/2021 22:34,2/24/2021 22:09,2/25/2021 6:51,98,14.1,471,522,281,88,102,51,480,0,90,FALSE
3/16/2021 23:03,2/26/2021 21:49,2/25/2021 21:34,2/26/2021 6:52,100,13.9,497,557,220,114,163,60,465,5,89,FALSE
3/17/2021 23:03,2/27/2021 22:39,2/26/2021 21:49,2/27/2021 6:50,100,13.9,505,540,224,89,192,35,467,0,93,FALSE
3/18/2021 23:03,2/28/2021 23:08,2/27/2021 22:39,2/28/2021 6:54,97,14.1,449,495,177,120,152,46,464,0,90,FALSE
3/19/2021 23:03,3/1/2021 22:03,2/28/2021 23:08,3/1/2021 7:35,97,13.8,452,506,196,86,170,54,465,8,89,FALSE
3/20/2021 23:03,3/2/2021 22:30,3/1/2021 22:03,3/2/2021 6:42,100,13.9,483,515,191,122,170,32,469,8,93,FALSE
3/21/2021 23:03,3/3/2021 22:31,3/2/2021 22:30,3/3/2021 7:20,100,13.8,481,529,158,135,188,48,462,0,90,FALSE
3/22/2021 23:03,3/4/2021 22:13,3/3/2021 22:31,3/4/2021 6:40,91,14,432,479,207,90,135,47,477,0,90,FALSE
3/23/2021 23:03,3/5/2021 22:01,3/4/2021 22:13,3/5/2021 6:12,83,13.9,410,479,171,91,148,69,493,20,85,FALSE
3/24/2021 23:03,3/6/2021 22:10,3/5/2021 22:01,3/6/2021 7:28,100,13.9,515,565,199,124,192,50,496,38,91,FALSE
3/25/2021 23:03,3/7/2021 21:55,3/6/2021 22:10,3/7/2021 7:32,100,13.8,518,561,223,115,180,43,469,0,92,FALSE
3/26/2021 23:03,3/8/2021 21:10,3/7/2021 21:55,3/8/2021 7:24,100,13.8,527,568,210,114,203,41,458,0,92,FALSE
3/27/2021 23:03,3/9/2021 22:50,3/8/2021 21:10,3/9/2021 6:29,100,14,506,558,295,83,128,52,484,0,90,FALSE
3/28/2021 23:03,3/10/2021 22:43,3/9/2021 22:50,3/10/2021 8:11,100,14.2,520,561,267,100,153,41,475,0,92,FALSE
3/29/2021 23:03,3/11/2021 22:43,3/10/2021 22:43,3/11/2021 6:40,90,14.2,411,476,153,95,163,65,458,0,86,FALSE
3/30/2021 23:03,3/12/2021 23:28,3/11/2021 22:43,3/12/2021 6:59,90,14.1,456,496,274,59,123,40,504,22,91,FALSE
3/31/2021 23:03,3/13/2021 22:00,3/12/2021 23:28,3/13/2021 7:27,85,14,423,452,267,58,98,29,501,22,93,FALSE
