Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Nap
11/18/2021 21:54,11/20/2021 6:50,UTC-06:00,11/18/2021 21:54,11/19/2021 6:12,97,14.4,456,498,208,117,131,42,468,0,91,FALSE
11/17/2021 19:50,11/18/2021 21:54,UTC-06:00,11/17/2021 19:50,11/18/2021 6:34,100,14.5,581,633,320,108,153,52,550,68,92,FALSE
11/16/2021 21:04,11/17/2021 19:50,UTC-06:00,11/16/2021 21:04,11/17/2021 3:58,70,14.2,388,413,181,72,135,25,555,77,93,FALSE
11/15/2021 21:39,11/16/2021 21:04,UTC-06:00,11/15/2021 21:39,11/16/2021 3:57,66,14.5,321,377,154,71,96,56,488,23,85,FALSE
11/14/2021 21:25,11/15/2021 21:39,UTC-06:00,11/14/2021 21:25,11/15/2021 6:14,92,14.5,501,526,211,89,201,25,548,72,95,FALSE
11/13/2021 23:55,11/14/2021 21:25,UTC-06:00,11/13/2021 23:55,11/14/2021 6:16,68,14.3,351,380,169,70,112,29,516,43,92,FALSE
11/12/2021 22:59,11/13/2021 23:55,UTC-06:00,11/12/2021 22:59,11/13/2021 6:16,81,14.8,400,423,135,99,166,23,495,0,94,FALSE
8/5/2021 22:47,8/6/2021 22:02,UTC-05:00,8/5/2021 22:47,8/6/2021 7:12,95,14.8,461,503,242,96,123,42,487,0,92,FALSE
8/4/2021 22:02,8/5/2021 22:47,UTC-05:00,8/4/2021 22:02,8/5/2021 6:45,100,14.6,486,522,245,108,133,36,474,15,93,FALSE
8/3/2021 22:36,8/4/2021 22:02,UTC-05:00,8/3/2021 22:36,8/4/2021 6:52,93,14.2,441,485,222,79,140,44,476,0,90,FALSE
8/2/2021 21:52,8/3/2021 22:36,UTC-05:00,8/2/2021 21:52,8/3/2021 7:17,100,14.2,536,565,258,108,170,29,492,29,95,FALSE
8/1/2021 21:41,8/2/2021 21:52,UTC-05:00,8/1/2021 21:41,8/2/2021 5:02,87,14.1,399,441,194,102,103,42,461,0,91,FALSE
7/31/2021 22:52,8/1/2021 21:41,UTC-05:00,7/31/2021 22:52,8/1/2021 7:28,100,13.7,479,513,234,76,169,34,468,0,93,FALSE
7/30/2021 22:59,7/31/2021 22:52,UTC-05:00,7/30/2021 22:59,7/31/2021 8:12,100,14.4,499,551,222,117,160,52,475,17,90,FALSE
7/29/2021 23:04,7/30/2021 22:59,UTC-05:00,7/29/2021 23:04,7/30/2021 7:09,94,14.2,431,482,176,102,153,51,458,0,89,FALSE
7/28/2021 21:32,7/29/2021 23:04,UTC-05:00,7/28/2021 21:32,7/29/2021 7:16,100,14.1,528,582,211,104,213,54,460,0,90,FALSE
7/27/2021 23:00,7/28/2021 21:32,UTC-05:00,7/27/2021 23:00,7/28/2021 7:59,100,14.4,507,539,246,115,146,32,467,0,93,FALSE
7/26/2021 22:19,7/27/2021 23:00,UTC-05:00,7/26/2021 22:19,7/27/2021 7:23,100,14.6,503,537,220,104,179,34,458,0,93,FALSE
7/25/2021 21:27,7/26/2021 22:19,UTC-05:00,7/25/2021 21:27,7/26/2021 6:47,100,14.6,477,558,222,118,137,81,350,52,85,FALSE
7/24/2021 21:32,7/25/2021 21:27,UTC-05:00,7/25/2021 10:20,7/25/2021 13:05,31,14.6,158,165,67,36,55,7,509,52,97,TRUE
7/24/2021 21:32,7/25/2021 21:27,UTC-05:00,7/24/2021 21:32,7/25/2021 5:09,77,15.9,389,457,151,69,169,68,502,45,85,FALSE
7/23/2021 22:07,7/24/2021 21:32,UTC-05:00,7/23/2021 22:07,7/24/2021 5:51,80,16.5,391,464,233,69,89,73,489,31,84,FALSE
7/22/2021 21:43,7/23/2021 22:07,UTC-05:00,7/22/2021 21:43,7/23/2021 6:26,86,15.7,429,522,241,90,98,93,498,20,82,FALSE
7/21/2021 22:07,7/22/2021 21:43,UTC-05:00,7/21/2021 22:07,7/22/2021 6:42,93,14.2,487,515,217,101,169,28,526,45,94,FALSE
7/21/2021 3:21,7/21/2021 22:07,UTC-05:00,7/21/2021 3:21,7/21/2021 10:08,80,14.1,382,408,91,81,210,26,481,23,93,FALSE
7/19/2021 23:02,7/21/2021 3:21,UTC-05:00,7/19/2021 23:02,7/20/2021 7:23,92,14.3,468,500,157,97,214,32,509,52,93,FALSE
7/18/2021 22:02,7/19/2021 23:02,UTC-05:00,7/18/2021 22:02,7/19/2021 4:59,77,14.6,361,417,115,96,150,56,472,15,86,FALSE
7/17/2021 21:54,7/18/2021 22:02,UTC-05:00,7/17/2021 21:54,7/18/2021 6:05,93,14.3,446,490,160,112,174,44,480,5,90,FALSE
7/16/2021 21:24,7/17/2021 21:54,UTC-05:00,7/16/2021 21:24,7/17/2021 6:23,98,14.4,494,537,175,113,206,43,506,24,91,FALSE
7/15/2021 23:00,7/16/2021 21:24,UTC-05:00,7/15/2021 23:00,7/16/2021 7:03,89,14.2,426,482,184,84,158,56,480,0,90,FALSE
7/14/2021 21:56,7/15/2021 23:00,UTC-05:00,7/14/2021 21:56,7/15/2021 7:07,100,14,506,550,226,134,146,44,507,24,92,FALSE
7/13/2021 22:56,7/14/2021 21:56,UTC-05:00,7/13/2021 22:56,7/14/2021 6:56,89,14.3,434,480,185,88,161,46,485,17,90,FALSE
7/12/2021 21:51,7/13/2021 22:56,UTC-05:00,7/12/2021 21:51,7/13/2021 6:47,94,14.6,492,536,240,81,171,44,522,45,92,FALSE
7/11/2021 21:53,7/12/2021 21:51,UTC-05:00,7/11/2021 21:53,7/12/2021 4:59,80,14.4,372,426,150,84,138,54,463,5,87,FALSE
7/10/2021 23:04,7/11/2021 21:53,UTC-05:00,7/10/2021 23:04,7/11/2021 7:57,98,14.1,490,534,212,90,188,44,502,24,92,FALSE
7/9/2021 23:18,7/10/2021 23:04,UTC-05:00,7/9/2021 23:18,7/10/2021 6:45,89,14.5,421,447,195,94,132,26,472,0,94,FALSE
7/8/2021 22:23,7/9/2021 23:18,UTC-05:00,7/8/2021 22:23,7/9/2021 7:07,100,14.5,481,523,199,106,176,42,477,17,91,FALSE
7/7/2021 22:32,7/8/2021 22:23,UTC-05:00,7/7/2021 22:32,7/8/2021 6:46,94,14.2,460,494,172,116,172,34,492,0,93,FALSE
7/6/2021 21:29,7/7/2021 22:32,UTC-05:00,7/6/2021 21:29,7/7/2021 6:43,100,14.4,496,554,248,115,133,58,495,11,89,FALSE
7/5/2021 21:23,7/6/2021 21:29,UTC-05:00,7/5/2021 21:23,7/6/2021 6:23,96,14.1,489,539,220,115,154,50,511,45,91,FALSE
7/4/2021 21:37,7/5/2021 21:23,UTC-05:00,7/4/2021 21:37,7/5/2021 4:30,80,14.1,368,412,132,85,151,44,463,0,89,FALSE
7/3/2021 22:13,7/4/2021 21:37,UTC-05:00,7/3/2021 22:13,7/4/2021 6:51,100,14.4,502,515,271,87,144,13,472,2,97,FALSE
7/2/2021 22:17,7/3/2021 22:13,UTC-05:00,7/2/2021 22:17,7/3/2021 6:33,99,14.1,458,495,172,108,178,37,462,0,92,FALSE
7/1/2021 22:44,7/2/2021 22:17,UTC-05:00,7/1/2021 22:44,7/2/2021 7:13,100,14.2,476,508,196,118,162,32,469,0,93,FALSE
6/30/2021 21:00,7/1/2021 22:44,UTC-05:00,6/30/2021 21:00,7/1/2021 7:18,100,14.2,569,616,162,144,263,47,531,61,92,FALSE
6/30/2021 1:26,6/30/2021 21:00,UTC-05:00,6/30/2021 1:26,6/30/2021 8:22,73,14,372,416,131,88,153,44,509,26,91,FALSE
6/28/2021 21:05,6/30/2021 1:26,UTC-05:00,6/28/2021 21:05,6/29/2021 6:56,91,14.3,519,590,178,128,213,71,570,111,87,FALSE
6/28/2021 5:16,6/28/2021 21:05,UTC-05:00,6/28/2021 5:16,6/28/2021 9:40,51,14.6,249,264,115,51,83,15,488,8,94,FALSE
6/26/2021 22:24,6/28/2021 5:16,UTC-05:00,6/26/2021 22:24,6/27/2021 7:19,97,14.2,495,534,235,100,160,39,513,29,92,FALSE
6/25/2021 22:06,6/26/2021 22:24,UTC-05:00,6/25/2021 22:06,6/26/2021 6:18,87,14.4,438,492,196,90,152,54,502,20,90,FALSE
6/24/2021 22:36,6/25/2021 22:06,UTC-05:00,6/24/2021 22:36,6/25/2021 6:28,91,14.1,447,472,196,82,169,25,489,0,95,FALSE
6/23/2021 21:43,6/24/2021 22:36,UTC-05:00,6/23/2021 21:43,6/24/2021 6:30,100,14.1,508,527,211,100,197,19,476,5,96,FALSE
6/22/2021 22:37,6/23/2021 21:43,UTC-05:00,6/22/2021 22:37,6/23/2021 7:15,98,14.2,477,517,211,104,162,40,486,8,92,FALSE
6/21/2021 22:38,6/22/2021 22:37,UTC-05:00,6/21/2021 22:38,6/22/2021 6:58,97,13.9,450,499,135,114,201,49,462,0,91,FALSE
6/20/2021 21:54,6/21/2021 22:38,UTC-05:00,6/20/2021 21:54,6/21/2021 7:43,100,14,549,589,178,112,259,40,506,17,93,FALSE
6/19/2021 22:05,6/20/2021 21:54,UTC-05:00,6/19/2021 22:05,6/20/2021 6:45,94,14.3,475,520,162,112,201,45,508,86,91,FALSE
6/19/2021 3:54,6/19/2021 22:05,UTC-05:00,6/19/2021 15:25,6/19/2021 16:24,10,14.3,56,58,38,13,5,2,565,86,97,TRUE
6/19/2021 3:54,6/19/2021 22:05,UTC-05:00,6/19/2021 3:54,6/19/2021 9:36,62,14.3,317,341,101,67,149,24,508,31,93,FALSE
6/17/2021 22:40,6/19/2021 3:54,UTC-05:00,6/17/2021 22:40,6/18/2021 6:27,86,13.9,427,467,186,103,138,40,496,20,91,FALSE
6/16/2021 21:49,6/17/2021 22:40,UTC-05:00,6/16/2021 21:49,6/17/2021 6:44,93,14.5,497,534,193,107,197,37,533,72,93,FALSE
6/16/2021 2:46,6/16/2021 21:49,UTC-05:00,6/16/2021 2:46,6/16/2021 8:30,68,14.2,323,343,200,41,82,20,473,0,94,FALSE
6/14/2021 21:51,6/16/2021 2:46,UTC-05:00,6/14/2021 21:51,6/15/2021 6:38,100,14.2,506,526,182,106,218,20,476,11,96,FALSE
6/13/2021 22:00,6/14/2021 21:51,UTC-05:00,6/13/2021 22:00,6/14/2021 5:58,96,14.2,441,478,107,101,233,37,460,0,92,FALSE
6/12/2021 22:30,6/13/2021 22:00,UTC-05:00,6/12/2021 22:30,6/13/2021 7:13,100,14.2,492,522,140,152,200,30,483,24,94,FALSE
6/11/2021 22:21,6/12/2021 22:30,UTC-05:00,6/11/2021 22:21,6/12/2021 6:48,89,14.1,462,506,177,100,185,44,517,59,91,FALSE
6/10/2021 23:24,6/11/2021 22:21,UTC-05:00,6/10/2021 23:24,6/11/2021 6:42,74,14.3,375,437,175,78,122,62,505,20,86,FALSE
6/9/2021 22:06,6/10/2021 23:24,UTC-05:00,6/9/2021 22:06,6/10/2021 6:39,91,14.2,458,514,182,89,187,56,505,31,89,FALSE
6/8/2021 22:46,6/9/2021 22:06,UTC-05:00,6/8/2021 22:46,6/9/2021 6:05,86,14.7,411,438,140,93,178,27,479,17,94,FALSE
6/7/2021 21:47,6/8/2021 22:46,UTC-05:00,6/7/2021 21:47,6/8/2021 6:21,94,14.3,477,514,211,100,166,37,509,8,93,FALSE
6/6/2021 22:18,6/7/2021 21:47,UTC-05:00,6/6/2021 22:18,6/7/2021 6:43,97,13.9,474,505,210,106,158,31,489,14,94,FALSE
6/5/2021 22:31,6/6/2021 22:18,UTC-05:00,6/5/2021 22:31,6/6/2021 6:54,95,14.1,474,501,238,112,124,27,498,38,94,FALSE
6/4/2021 23:27,6/5/2021 22:31,UTC-05:00,6/4/2021 23:27,6/5/2021 6:48,83,14.5,401,440,214,97,90,39,481,2,91,FALSE
6/3/2021 21:42,6/4/2021 23:27,UTC-05:00,6/3/2021 21:42,6/4/2021 6:59,99,14,500,557,205,145,150,57,503,17,89,FALSE
6/2/2021 21:52,6/3/2021 21:42,UTC-05:00,6/2/2021 21:52,6/3/2021 5:41,94,14.3,429,469,167,101,161,40,459,0,91,FALSE
6/1/2021 21:26,6/2/2021 21:52,UTC-05:00,6/1/2021 21:26,6/2/2021 7:16,100,14.1,537,576,249,102,186,39,486,26,93,FALSE
5/31/2021 21:13,6/1/2021 21:26,UTC-05:00,5/31/2021 21:13,6/1/2021 6:30,91,14.2,492,557,285,89,118,65,540,29,88,FALSE
5/30/2021 22:01,5/31/2021 21:13,UTC-05:00,5/30/2021 22:01,5/31/2021 6:25,90,13.9,452,498,146,120,186,46,502,38,90,FALSE
5/29/2021 23:24,5/30/2021 22:01,UTC-05:00,5/29/2021 23:24,5/30/2021 6:54,83,14,422,450,145,102,175,28,510,52,94,FALSE
5/29/2021 1:10,5/29/2021 23:24,UTC-05:00,5/29/2021 1:10,5/29/2021 7:46,77,14.4,370,394,179,74,117,24,478,0,94,FALSE
5/27/2021 22:30,5/29/2021 1:10,UTC-05:00,5/27/2021 22:30,5/28/2021 6:59,100,14.9,486,510,185,95,206,24,467,0,95,FALSE
5/26/2021 21:26,5/27/2021 22:30,UTC-05:00,5/26/2021 21:26,5/27/2021 6:38,100,14.4,500,552,185,108,207,52,500,43,90,FALSE
5/25/2021 21:17,5/26/2021 21:26,UTC-05:00,5/25/2021 21:17,5/26/2021 4:58,81,14.2,411,461,151,95,165,50,505,24,89,FALSE
5/24/2021 22:30,5/25/2021 21:17,UTC-05:00,5/24/2021 22:30,5/25/2021 6:07,89,14.6,427,456,153,96,178,29,481,0,93,FALSE
5/23/2021 21:37,5/24/2021 22:30,UTC-05:00,5/23/2021 21:37,5/24/2021 6:38,100,14.6,495,539,271,88,136,44,463,5,92,FALSE
5/22/2021 22:43,5/23/2021 21:37,UTC-05:00,5/22/2021 22:43,5/23/2021 7:55,98,14.4,506,551,177,132,197,45,514,52,91,FALSE
5/22/2021 0:58,5/22/2021 22:43,UTC-05:00,5/22/2021 0:58,5/22/2021 8:27,77,14.5,378,448,114,95,169,70,493,29,85,FALSE
5/20/2021 21:42,5/22/2021 0:58,UTC-05:00,5/20/2021 21:42,5/21/2021 5:29,87,14.6,434,467,157,95,182,33,499,26,94,FALSE
5/19/2021 22:01,5/20/2021 21:42,UTC-05:00,5/19/2021 22:01,5/20/2021 6:06,91,14.5,432,482,178,102,152,50,475,0,89,FALSE
5/18/2021 21:34,5/19/2021 22:01,UTC-05:00,5/18/2021 21:34,5/19/2021 6:27,100,14.6,488,531,186,106,196,43,469,0,92,FALSE
5/17/2021 20:54,5/18/2021 21:34,UTC-05:00,5/17/2021 20:54,5/18/2021 5:52,100,14.1,479,538,218,110,151,59,395,120,89,FALSE
5/16/2021 22:56,5/17/2021 20:54,UTC-05:00,5/17/2021 5:42,5/17/2021 8:56,32,14.5,183,193,115,34,34,10,577,120,96,TRUE
5/16/2021 22:56,5/17/2021 20:54,UTC-05:00,5/16/2021 22:56,5/17/2021 2:44,47,14.6,196,227,133,28,35,31,416,0,86,FALSE
5/15/2021 22:00,5/16/2021 22:56,UTC-05:00,5/16/2021 12:33,5/16/2021 13:34,12,14.6,54,62,46,8,0,8,470,0,93,TRUE
5/15/2021 22:00,5/16/2021 22:56,UTC-05:00,5/15/2021 22:00,5/16/2021 6:29,100,14.7,477,508,196,108,173,31,468,2,94,FALSE
5/14/2021 21:39,5/15/2021 22:00,UTC-05:00,5/14/2021 21:39,5/15/2021 6:33,99,14.7,493,522,181,120,192,29,499,36,94,FALSE
5/13/2021 22:26,5/14/2021 21:39,UTC-05:00,5/13/2021 22:26,5/14/2021 6:17,84,14.4,436,468,142,114,180,32,522,32,93,FALSE
5/12/2021 22:30,5/13/2021 22:26,UTC-05:00,5/12/2021 22:30,5/13/2021 7:30,89,14.5,497,538,274,103,120,41,559,70,92,FALSE
5/10/2021 21:57,5/11/2021 21:57,UTC-05:00,5/10/2021 21:57,5/11/2021 4:09,69,14.4,343,372,218,42,83,29,500,31,92,FALSE
5/9/2021 22:14,5/10/2021 21:57,UTC-05:00,5/9/2021 22:14,5/10/2021 6:25,86,14.6,437,491,222,93,122,54,507,22,88,FALSE
5/8/2021 21:57,5/9/2021 22:14,UTC-05:00,5/8/2021 21:57,5/9/2021 6:31,90,15.2,462,512,237,94,131,50,515,54,90,FALSE
5/8/2021 2:13,5/8/2021 21:57,UTC-05:00,5/8/2021 2:13,5/8/2021 8:47,76,14.3,348,392,156,77,115,44,459,0,89,FALSE
5/6/2021 22:09,5/8/2021 2:13,UTC-05:00,5/6/2021 22:09,5/7/2021 7:29,100,14.6,489,558,263,103,123,69,479,13,88,FALSE
5/5/2021 22:48,5/6/2021 22:09,UTC-05:00,5/5/2021 22:48,5/6/2021 6:51,94,14.5,435,477,239,43,153,42,464,0,91,FALSE
5/4/2021 22:13,5/5/2021 22:48,UTC-05:00,5/4/2021 22:13,5/5/2021 7:06,100,15,482,532,258,118,106,50,457,0,90,FALSE
5/3/2021 21:55,5/4/2021 22:13,UTC-05:00,5/3/2021 21:55,5/4/2021 7:13,100,14.5,503,557,243,128,132,54,480,0,90,FALSE
5/2/2021 21:50,5/3/2021 21:55,UTC-05:00,5/2/2021 21:50,5/3/2021 6:35,100,14.4,483,525,187,120,176,42,472,8,92,FALSE
5/1/2021 21:58,5/2/2021 21:50,UTC-05:00,5/1/2021 21:58,5/2/2021 7:06,97,14.6,500,547,236,120,144,47,512,27,91,FALSE
4/30/2021 22:06,5/1/2021 21:58,UTC-05:00,4/30/2021 22:06,5/1/2021 5:56,88,14.2,424,464,159,84,181,40,480,20,91,FALSE
4/29/2021 21:37,4/30/2021 22:06,UTC-05:00,4/29/2021 21:37,4/30/2021 5:43,91,14.5,452,486,228,128,96,34,498,18,92,FALSE
4/28/2021 21:52,4/29/2021 21:37,UTC-05:00,4/28/2021 21:52,4/29/2021 5:59,92,14.4,445,487,194,81,170,42,487,29,91,FALSE
4/27/2021 22:32,4/28/2021 21:52,UTC-05:00,4/27/2021 22:32,4/28/2021 6:27,87,14.1,430,474,183,81,166,44,494,18,90,FALSE
4/26/2021 21:23,4/27/2021 22:32,UTC-05:00,4/26/2021 21:23,4/27/2021 5:52,92,14.1,438,487,186,102,150,49,478,11,90,FALSE
4/25/2021 22:15,4/26/2021 21:23,UTC-05:00,4/25/2021 22:15,4/26/2021 6:43,96,14.3,460,507,135,125,200,47,481,20,90,FALSE
4/24/2021 22:00,4/25/2021 22:15,UTC-05:00,4/24/2021 22:00,4/25/2021 6:15,93,14.5,454,493,242,80,132,39,486,0,92,FALSE
4/23/2021 21:54,4/24/2021 22:00,UTC-05:00,4/23/2021 21:54,4/24/2021 6:55,100,14.6,487,527,215,120,152,40,488,29,92,FALSE
4/22/2021 21:37,4/23/2021 21:54,UTC-05:00,4/22/2021 21:37,4/23/2021 5:44,87,14.2,432,487,228,83,121,55,498,23,88,FALSE
4/21/2021 21:39,4/22/2021 21:37,UTC-05:00,4/21/2021 21:39,4/22/2021 6:42,92,14.1,472,542,175,106,191,70,513,32,87,FALSE
4/20/2021 22:10,4/21/2021 21:39,UTC-05:00,4/20/2021 22:10,4/21/2021 5:51,89,14.5,419,459,174,102,143,40,471,14,91,FALSE
4/19/2021 22:40,4/20/2021 22:10,UTC-05:00,4/19/2021 22:40,4/20/2021 6:59,95,14.1,453,498,254,64,135,45,475,0,91,FALSE
4/18/2021 21:48,4/19/2021 22:40,UTC-05:00,4/18/2021 21:48,4/19/2021 7:10,100,14.5,506,560,222,95,189,54,491,17,90,FALSE
4/17/2021 22:40,4/18/2021 21:48,UTC-05:00,4/17/2021 22:40,4/18/2021 7:37,94,13.9,480,537,213,116,151,57,512,54,89,FALSE
4/17/2021 1:57,4/17/2021 22:40,UTC-05:00,4/17/2021 1:57,4/17/2021 8:58,76,13.9,391,421,170,83,138,30,514,47,92,FALSE
4/15/2021 22:11,4/17/2021 1:57,UTC-05:00,4/15/2021 22:11,4/16/2021 5:31,79,14.4,388,440,228,89,71,52,489,29,88,FALSE
4/14/2021 22:27,4/15/2021 22:11,UTC-05:00,4/14/2021 22:27,4/15/2021 6:58,90,14.6,456,510,227,87,142,54,504,32,89,FALSE
4/13/2021 22:31,4/14/2021 22:27,UTC-05:00,4/13/2021 22:31,4/14/2021 6:49,89,14.4,451,498,235,96,120,47,505,46,90,FALSE
4/13/2021 1:58,4/13/2021 22:31,UTC-05:00,4/13/2021 1:58,4/13/2021 9:09,84,14,393,425,134,96,163,32,467,2,92,FALSE
4/11/2021 22:37,4/13/2021 1:58,UTC-05:00,4/11/2021 22:37,4/12/2021 7:38,99,14.7,482,540,246,113,123,58,485,26,89,FALSE
4/10/2021 22:04,4/11/2021 22:37,UTC-05:00,4/10/2021 22:04,4/11/2021 6:45,91,13.9,464,520,171,94,199,56,510,52,89,FALSE
4/9/2021 21:00,4/10/2021 22:04,UTC-05:00,4/9/2021 21:00,4/10/2021 5:52,77,17.4,469,532,293,99,77,63,610,152,88,FALSE
4/8/2021 22:17,4/9/2021 21:00,UTC-05:00,4/8/2021 22:17,4/9/2021 1:57,33,15.3,168,219,97,30,41,51,510,43,76,FALSE
4/7/2021 22:25,4/8/2021 22:17,UTC-05:00,4/7/2021 22:25,4/8/2021 6:16,81,13.7,406,470,211,74,121,64,501,23,86,FALSE
4/6/2021 22:58,4/7/2021 22:25,UTC-05:00,4/6/2021 22:58,4/7/2021 7:03,92,13.6,445,485,189,103,153,40,485,26,91,FALSE
4/5/2021 22:55,4/6/2021 22:58,UTC-05:00,4/5/2021 22:55,4/6/2021 7:40,91,14,476,521,210,114,152,45,521,36,91,FALSE
4/5/2021 0:21,4/5/2021 22:55,UTC-05:00,4/5/2021 0:21,4/5/2021 7:41,84,13.8,399,440,172,83,144,41,473,14,90,FALSE
4/3/2021 23:03,4/5/2021 0:21,UTC-05:00,4/3/2021 23:03,4/4/2021 7:29,95,13.8,468,502,228,87,153,34,494,36,93,FALSE
4/2/2021 22:07,4/3/2021 23:03,UTC-05:00,4/2/2021 22:07,4/3/2021 5:59,84,14.2,423,459,227,60,136,36,505,20,92,FALSE
4/1/2021 22:31,4/2/2021 22:07,UTC-05:00,4/1/2021 22:31,4/2/2021 6:50,93,13.7,446,496,187,103,156,50,481,22,89,FALSE
3/31/2021 22:19,4/1/2021 22:31,UTC-05:00,3/31/2021 22:19,4/1/2021 7:03,90,14.1,474,508,194,123,157,34,527,70,93,FALSE
3/31/2021 1:09,3/31/2021 22:19,UTC-05:00,3/31/2021 1:09,3/31/2021 7:09,69,13.9,331,358,182,64,85,27,481,0,92,FALSE
