Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
6/18/2020 22:58,6/19/2020 22:35,UTC-05:00,6/19/2020 15:36,6/19/2020 15:47,11,Rowing,6.4,102,170,133,8,14,3,27,45,TRUE,146.37,0.62,-0.48
6/17/2020 22:21,6/18/2020 22:58,UTC-05:00,6/18/2020 16:34,6/18/2020 17:25,50,Functional Fitness,11.8,436,175,131,2,16,21,37,20,FALSE,,,
6/17/2020 22:21,6/18/2020 22:58,UTC-05:00,6/18/2020 15:29,6/18/2020 16:05,35,Running,11.3,323,185,133,2,25,10,23,27,TRUE,4577.17,26.68,0.57
6/17/2020 0:32,6/17/2020 22:21,UTC-05:00,6/17/2020 16:22,6/17/2020 17:30,67,Functional Fitness,8.3,296,170,108,14,44,22,13,4,FALSE,,,
6/15/2020 22:18,6/17/2020 0:32,UTC-05:00,6/16/2020 10:32,6/16/2020 10:57,24,Functional Fitness,8.3,202,171,129,7,23,7,35,27,FALSE,,,
6/15/2020 22:18,6/17/2020 0:32,UTC-05:00,6/16/2020 10:06,6/16/2020 10:27,20,Walking,4.5,49,114,97,27,72,0,0,0,TRUE,1908.15,0.11,0.01
6/14/2020 21:53,6/15/2020 22:18,UTC-05:00,6/15/2020 17:12,6/15/2020 17:50,37,Functional Fitness,11.8,357,177,136,6,19,9,14,46,FALSE,,,
6/12/2020 22:05,6/13/2020 23:35,UTC-05:00,6/13/2020 13:34,6/13/2020 13:43,8,Walking,4.1,16,123,95,33,62,4,0,0,TRUE,752.66,2.84,0.24
6/12/2020 22:05,6/13/2020 23:35,UTC-05:00,6/13/2020 9:25,6/13/2020 10:08,43,Functional Fitness,10,320,169,124,4,23,25,23,23,FALSE,,,
6/11/2020 22:14,6/12/2020 22:05,UTC-05:00,6/12/2020 15:21,6/12/2020 16:23,61,Functional Fitness,11.7,413,179,121,10,32,22,12,18,FALSE,,,
6/10/2020 22:00,6/11/2020 22:14,UTC-05:00,6/11/2020 15:29,6/11/2020 16:23,53,Functional Fitness,14,587,178,144,0,7,15,26,42,TRUE,,,
6/9/2020 23:43,6/10/2020 22:00,UTC-05:00,6/10/2020 9:26,6/10/2020 10:00,34,Functional Fitness,6.3,174,157,111,15,22,48,12,0,FALSE,,,
6/9/2020 23:43,6/10/2020 22:00,UTC-05:00,6/10/2020 8:43,6/10/2020 9:17,33,Functional Fitness,4.8,81,136,94,45,36,16,1,0,FALSE,,,
6/8/2020 22:39,6/9/2020 23:43,UTC-05:00,6/9/2020 9:25,6/9/2020 10:08,43,Functional Fitness,11.9,379,174,131,5,21,13,20,37,FALSE,,,
6/8/2020 22:39,6/9/2020 23:43,UTC-05:00,6/9/2020 8:46,6/9/2020 9:07,21,Walking,4.1,27,111,87,59,40,0,0,0,TRUE,2757,16.19,0.31
6/7/2020 21:52,6/8/2020 22:39,UTC-05:00,6/8/2020 9:30,6/8/2020 10:31,61,Functional Fitness,8.3,240,176,105,20,47,18,5,4,FALSE,,,
6/6/2020 21:46,6/7/2020 21:52,UTC-05:00,6/7/2020 13:50,6/7/2020 14:23,33,Functional Fitness,9.5,236,173,120,23,25,4,14,31,FALSE,,,
6/5/2020 22:48,6/6/2020 21:46,UTC-05:00,6/6/2020 10:04,6/6/2020 11:15,70,Functional Fitness,13.9,615,176,130,11,14,16,18,34,FALSE,,,
6/4/2020 22:16,6/5/2020 22:48,UTC-05:00,6/5/2020 16:43,6/5/2020 17:10,26,Walking,4.8,69,127,100,14,80,4,0,0,TRUE,2472.56,11.91,0.01
6/4/2020 22:16,6/5/2020 22:48,UTC-05:00,6/5/2020 15:37,6/5/2020 16:30,52,Functional Fitness,14.2,505,188,136,6,13,32,10,7,FALSE,,,
6/3/2020 22:18,6/4/2020 22:16,UTC-05:00,6/4/2020 8:20,6/4/2020 9:27,66,Functional Fitness,15.3,647,189,136,7,15,20,9,21,FALSE,,,
6/2/2020 21:44,6/3/2020 22:18,UTC-05:00,6/3/2020 16:30,6/3/2020 17:20,49,Functional Fitness,9.9,332,179,121,7,24,30,25,9,FALSE,,,
6/2/2020 21:44,6/3/2020 22:18,UTC-05:00,6/3/2020 16:05,6/3/2020 16:20,15,Functional Fitness,4.8,60,157,103,40,19,15,19,4,FALSE,,,
6/2/2020 21:44,6/3/2020 22:18,UTC-05:00,6/3/2020 15:25,6/3/2020 15:45,20,Rowing,8,193,170,136,5,4,5,60,23,TRUE,100.6,0.44,0.11
6/1/2020 21:35,6/2/2020 21:44,UTC-05:00,6/2/2020 17:04,6/2/2020 17:15,10,Running,7.5,123,177,149,0,3,12,14,64,TRUE,1638.06,12.73,-0.27
6/1/2020 21:35,6/2/2020 21:44,UTC-05:00,6/2/2020 16:41,6/2/2020 16:54,13,Running,6.3,116,161,132,0,17,23,38,20,TRUE,2148.54,13.56,0.35
5/31/2020 21:36,6/1/2020 21:35,UTC-05:00,6/1/2020 7:05,6/1/2020 7:37,32,Functional Fitness,12.5,357,177,145,0,14,14,12,36,FALSE,,,
5/30/2020 21:38,5/31/2020 21:36,UTC-05:00,5/31/2020 10:12,5/31/2020 11:05,53,Functional Fitness,11.3,379,180,124,7,30,19,17,21,FALSE,,,
5/29/2020 21:54,5/30/2020 21:38,UTC-05:00,5/30/2020 10:21,5/30/2020 10:42,20,Walking,4.4,37,112,96,24,75,0,0,0,TRUE,2077.92,11,0.29
5/29/2020 21:54,5/30/2020 21:38,UTC-05:00,5/30/2020 9:10,5/30/2020 10:21,71,Weightlifting,5,113,122,93,42,54,3,0,0,FALSE,,,
5/28/2020 22:26,5/29/2020 21:54,UTC-05:00,5/29/2020 15:30,5/29/2020 16:17,46,Functional Fitness,5.9,159,147,104,15,48,30,5,0,FALSE,,,
5/27/2020 22:01,5/28/2020 22:26,UTC-05:00,5/28/2020 10:56,5/28/2020 11:47,50,Other,7.3,250,147,113,0,47,35,16,0,TRUE,123.75,0,0.14
5/27/2020 22:01,5/28/2020 22:26,UTC-05:00,5/28/2020 9:11,5/28/2020 10:34,82,Functional Fitness,11.8,522,177,119,11,16,41,18,10,FALSE,,,
5/26/2020 21:55,5/27/2020 22:01,UTC-05:00,5/27/2020 16:00,5/27/2020 16:13,13,Walking,4.1,16,105,93,42,57,0,0,0,TRUE,1279.15,9.73,0.02
5/26/2020 21:55,5/27/2020 22:01,UTC-05:00,5/27/2020 9:09,5/27/2020 10:22,73,Functional Fitness,12.4,428,188,113,28,18,25,8,10,FALSE,,,
5/25/2020 18:19,5/26/2020 21:55,UTC-05:00,5/26/2020 9:29,5/26/2020 9:51,21,Walking,4.7,58,124,101,2,94,3,0,0,TRUE,1909.71,12.62,3.35
5/25/2020 18:19,5/26/2020 21:55,UTC-05:00,5/26/2020 7:59,5/26/2020 9:15,76,Functional Fitness,11,432,178,114,17,28,22,19,12,FALSE,,,
5/24/2020 19:42,5/25/2020 18:19,UTC-05:00,5/25/2020 11:34,5/25/2020 12:09,35,Functional Fitness,11.9,374,174,141,0,19,4,17,56,FALSE,,,
5/23/2020 21:28,5/24/2020 19:42,UTC-05:00,5/24/2020 13:57,5/24/2020 14:55,57,Yoga,4.9,104,130,88,55,35,8,0,0,FALSE,,,
5/23/2020 21:28,5/24/2020 19:42,UTC-05:00,5/24/2020 12:06,5/24/2020 12:31,24,Walking,4.1,27,103,89,74,25,0,0,0,TRUE,2489.29,10.84,0.35
5/22/2020 20:18,5/23/2020 21:28,UTC-05:00,5/23/2020 9:12,5/23/2020 11:15,123,Functional Fitness,13.4,717,178,115,23,18,21,23,10,FALSE,,,
5/21/2020 22:27,5/22/2020 20:18,UTC-05:00,5/22/2020 14:55,5/22/2020 15:30,35,Functional Fitness,10.6,282,183,126,15,22,8,19,22,FALSE,,,
5/21/2020 22:27,5/22/2020 20:18,UTC-05:00,5/22/2020 13:04,5/22/2020 13:28,24,Walking,4.5,43,109,95,23,76,0,0,0,TRUE,2222.72,13.83,3.26
5/20/2020 23:09,5/21/2020 22:27,UTC-05:00,5/21/2020 15:28,5/21/2020 16:13,45,Functional Fitness,10.8,296,178,117,27,23,12,3,26,FALSE,,,
5/20/2020 23:09,5/21/2020 22:27,UTC-05:00,5/21/2020 14:37,5/21/2020 14:56,18,Walking,4.2,30,152,94,47,43,6,2,0,TRUE,1950.4,13.75,-3.2
5/19/2020 21:53,5/20/2020 23:09,UTC-05:00,5/20/2020 16:27,5/20/2020 17:19,52,Functional Fitness,10.6,418,168,128,6,6,34,38,13,FALSE,,,
5/19/2020 21:53,5/20/2020 23:09,UTC-05:00,5/20/2020 15:36,5/20/2020 16:11,35,Functional Fitness,8.1,193,175,112,24,33,10,13,15,FALSE,,,
5/19/2020 21:53,5/20/2020 23:09,UTC-05:00,5/20/2020 9:46,5/20/2020 10:06,19,Walking,5.6,99,161,111,23,23,24,16,12,TRUE,2296.46,18.83,0.4
5/18/2020 2:54,5/18/2020 22:14,UTC-05:00,5/18/2020 16:00,5/18/2020 17:12,71,Functional Fitness,10.2,352,179,110,22,34,18,12,8,FALSE,,,
5/18/2020 2:54,5/18/2020 22:14,UTC-05:00,5/18/2020 15:40,5/18/2020 15:58,18,Functional Fitness,9,178,177,134,12,12,11,12,37,FALSE,,,
5/18/2020 2:54,5/18/2020 22:14,UTC-05:00,5/18/2020 12:59,5/18/2020 13:26,26,Walking,4.1,31,119,87,75,23,0,0,0,TRUE,2623.69,12.88,2.9
5/16/2020 21:40,5/18/2020 2:54,UTC-05:00,5/17/2020 8:47,5/17/2020 9:30,42,Functional Fitness,14.5,482,184,141,20,4,4,4,35,FALSE,,,
5/15/2020 21:24,5/16/2020 21:40,UTC-05:00,5/16/2020 16:42,5/16/2020 17:15,32,Functional Fitness,13.4,360,186,144,12,11,9,3,28,FALSE,,,
5/15/2020 1:00,5/15/2020 21:24,UTC-05:00,5/15/2020 13:23,5/15/2020 13:40,17,Walking,4.1,21,103,89,70,30,0,0,0,TRUE,1801.73,12.1,3.24
5/13/2020 22:21,5/15/2020 1:00,UTC-05:00,5/14/2020 14:59,5/14/2020 16:16,77,Weightlifting,7,258,135,102,15,54,29,0,0,FALSE,,,
5/13/2020 22:21,5/15/2020 1:00,UTC-05:00,5/14/2020 8:51,5/14/2020 9:16,24,Walking,4.3,35,122,92,54,44,1,0,0,TRUE,2288.81,16.48,0.27
5/12/2020 23:09,5/13/2020 22:21,UTC-05:00,5/13/2020 14:43,5/13/2020 15:10,26,Yoga,4.1,32,110,82,68,31,0,0,0,FALSE,,,
5/12/2020 23:09,5/13/2020 22:21,UTC-05:00,5/13/2020 14:12,5/13/2020 14:36,23,Weightlifting,,22,98,71,93,2,0,0,0,FALSE,,,
5/11/2020 22:03,5/12/2020 23:09,UTC-05:00,5/12/2020 9:37,5/12/2020 10:01,24,Functional Fitness,12.2,314,176,153,1,5,1,19,52,FALSE,,,
5/11/2020 22:03,5/12/2020 23:09,UTC-05:00,5/12/2020 9:06,5/12/2020 9:36,29,Walking,6.4,146,164,109,35,17,19,18,10,TRUE,3561.81,31.55,5.76
5/10/2020 22:34,5/11/2020 22:03,UTC-05:00,5/11/2020 16:42,5/11/2020 17:14,32,Functional Fitness,9.1,260,164,124,13,13,12,34,25,FALSE,,,
5/10/2020 22:34,5/11/2020 22:03,UTC-05:00,5/11/2020 6:45,5/11/2020 6:59,13,Walking,4.4,41,132,100,7,85,6,0,0,TRUE,1578.05,7.79,0.45
5/9/2020 22:01,5/10/2020 22:34,UTC-05:00,5/10/2020 16:25,5/10/2020 17:35,70,Functional Fitness,6.8,190,167,90,68,11,7,9,2,FALSE,,,
5/8/2020 21:58,5/9/2020 22:01,UTC-05:00,5/9/2020 16:38,5/9/2020 17:20,42,Functional Fitness,10.8,335,172,125,10,22,20,14,30,FALSE,,,
5/8/2020 21:58,5/9/2020 22:01,UTC-05:00,5/9/2020 15:54,5/9/2020 16:16,21,Walking,5.6,98,163,108,19,41,15,16,6,TRUE,2460.61,11.95,0.21
5/7/2020 22:37,5/8/2020 21:58,UTC-05:00,5/8/2020 14:55,5/8/2020 15:34,39,Functional Fitness,11.3,331,176,128,14,19,10,16,37,FALSE,,,
5/7/2020 22:37,5/8/2020 21:58,UTC-05:00,5/8/2020 14:15,5/8/2020 14:41,26,Walking,4,31,115,85,84,15,0,0,0,TRUE,3243.83,9.08,-0.02
5/6/2020 21:37,5/7/2020 22:37,UTC-05:00,5/7/2020 17:30,5/7/2020 18:23,52,Functional Fitness,5.8,153,158,97,47,21,24,5,0,FALSE,,,
5/6/2020 21:37,5/7/2020 22:37,UTC-05:00,5/7/2020 14:35,5/7/2020 14:57,22,Walking,4.6,57,136,98,48,28,19,2,0,TRUE,2371.52,12.94,0.24
5/5/2020 22:25,5/6/2020 21:37,UTC-05:00,5/6/2020 14:53,5/6/2020 16:36,103,Weightlifting,7.8,316,166,99,32,40,21,3,1,FALSE,,,
5/4/2020 22:06,5/5/2020 22:25,UTC-05:00,5/5/2020 16:38,5/5/2020 17:32,54,Running,14.1,581,174,140,8,3,12,19,53,TRUE,3687.59,65.4,0.33
5/3/2020 21:41,5/4/2020 22:06,UTC-05:00,5/4/2020 15:33,5/4/2020 16:04,30,Weightlifting,5.4,117,145,104,16,44,34,4,0,FALSE,,,
5/3/2020 21:41,5/4/2020 22:06,UTC-05:00,5/4/2020 14:55,5/4/2020 15:25,29,Running,9.3,266,165,133,7,4,16,36,35,TRUE,4460.52,29.63,2.35
5/2/2020 22:26,5/3/2020 21:41,UTC-05:00,5/3/2020 14:25,5/3/2020 15:27,62,Functional Fitness,14,573,180,133,5,23,11,16,32,FALSE,,,
5/2/2020 22:26,5/3/2020 21:41,UTC-05:00,5/3/2020 10:10,5/3/2020 10:32,22,Walking,2.2,23,104,87,88,11,0,0,0,TRUE,2154.27,14.82,0.12
4/30/2020 22:36,5/1/2020 22:24,UTC-05:00,5/1/2020 17:10,5/1/2020 17:52,41,Functional Fitness,13.6,468,180,143,7,9,9,11,48,FALSE,,,
4/30/2020 22:36,5/1/2020 22:24,UTC-05:00,5/1/2020 16:40,5/1/2020 16:57,17,Yoga,2.7,17,110,77,85,14,0,0,0,FALSE,,,
4/30/2020 22:36,5/1/2020 22:24,UTC-05:00,5/1/2020 13:58,5/1/2020 14:12,13,Running,6.4,109,163,125,23,4,12,29,29,TRUE,2165.52,10.82,0.1
4/29/2020 22:39,4/30/2020 22:36,UTC-05:00,4/30/2020 17:23,4/30/2020 18:36,73,Functional Fitness,13.4,458,186,115,34,21,10,9,8,FALSE,,,
4/29/2020 22:39,4/30/2020 22:36,UTC-05:00,4/30/2020 14:20,4/30/2020 14:45,25,Walking,4.7,54,153,90,63,24,3,8,0,FALSE,,,
4/29/2020 3:40,4/29/2020 22:39,UTC-05:00,4/29/2020 16:06,4/29/2020 16:46,40,Functional Fitness,12.6,354,188,132,8,28,12,4,25,FALSE,,,
4/27/2020 21:41,4/29/2020 3:40,UTC-05:00,4/28/2020 9:41,4/28/2020 10:19,38,Functional Fitness,14.8,500,186,153,6,1,11,9,23,FALSE,,,
4/27/2020 21:41,4/29/2020 3:40,UTC-05:00,4/28/2020 8:59,4/28/2020 9:24,25,Yoga,,25,95,69,99,0,0,0,0,FALSE,,,
4/26/2020 21:28,4/27/2020 21:41,UTC-05:00,4/27/2020 16:48,4/27/2020 17:11,23,Running,8.7,213,166,134,4,20,11,35,29,TRUE,3510.66,46.72,0.64
4/26/2020 21:28,4/27/2020 21:41,UTC-05:00,4/27/2020 6:07,4/27/2020 6:28,20,Functional Fitness,7,161,175,127,2,12,33,35,12,FALSE,,,
4/25/2020 22:35,4/26/2020 21:28,UTC-05:00,4/26/2020 10:38,4/26/2020 12:07,88,Weightlifting,5.1,147,140,85,67,22,9,1,0,FALSE,,,
4/23/2020 22:27,4/24/2020 23:01,UTC-05:00,4/24/2020 16:55,4/24/2020 17:37,42,Functional Fitness,11.6,340,184,127,5,22,30,9,24,FALSE,,,
4/22/2020 22:31,4/23/2020 22:27,UTC-05:00,4/23/2020 16:18,4/23/2020 17:21,62,Weightlifting,5.8,164,152,95,41,39,14,4,0,FALSE,,,
4/21/2020 22:17,4/22/2020 22:31,UTC-05:00,4/22/2020 12:54,4/22/2020 14:18,84,Other,10.3,496,148,116,2,28,49,19,0,FALSE,,,
4/21/2020 22:17,4/22/2020 22:31,UTC-05:00,4/22/2020 11:23,4/22/2020 12:00,36,Other,5.3,106,131,100,11,77,10,0,0,FALSE,,,
4/20/2020 21:37,4/21/2020 22:17,UTC-05:00,4/21/2020 15:28,4/21/2020 16:28,60,Functional Fitness,13.3,464,177,123,29,12,9,6,34,FALSE,,,
4/19/2020 23:05,4/20/2020 21:37,UTC-05:00,4/20/2020 18:16,4/20/2020 18:58,42,Functional Fitness,12.8,356,185,128,19,27,6,3,21,FALSE,,,
4/19/2020 23:05,4/20/2020 21:37,UTC-05:00,4/20/2020 11:15,4/20/2020 12:53,98,Weightlifting,8.5,377,159,104,18,45,28,7,0,FALSE,,,
4/18/2020 21:38,4/19/2020 23:05,UTC-05:00,4/19/2020 9:55,4/19/2020 10:44,48,Functional Fitness,12.5,464,172,135,1,16,14,27,38,FALSE,,,
4/17/2020 1:15,4/17/2020 21:42,UTC-05:00,4/17/2020 15:19,4/17/2020 16:46,87,Functional Fitness,15.4,743,176,129,12,27,8,5,43,FALSE,,,
4/15/2020 21:59,4/17/2020 1:15,UTC-05:00,4/16/2020 15:13,4/16/2020 15:47,34,Functional Fitness,13.4,413,181,149,2,12,4,11,45,FALSE,,,
4/15/2020 0:11,4/15/2020 21:59,UTC-05:00,4/15/2020 17:00,4/15/2020 17:45,45,Functional Fitness,9.8,340,170,124,4,13,43,26,11,FALSE,,,
4/13/2020 22:28,4/15/2020 0:11,UTC-05:00,4/14/2020 9:11,4/14/2020 9:54,42,Functional Fitness,9.3,310,164,123,6,14,28,39,10,FALSE,,,
4/13/2020 22:28,4/15/2020 0:11,UTC-05:00,4/14/2020 8:19,4/14/2020 8:47,28,Yoga,1,28,100,73,97,2,0,0,0,FALSE,,,
4/12/2020 20:58,4/13/2020 22:28,UTC-05:00,4/13/2020 16:34,4/13/2020 17:04,29,Functional Fitness,12.1,348,176,146,1,3,16,23,46,FALSE,,,
4/12/2020 20:58,4/13/2020 22:28,UTC-05:00,4/13/2020 6:06,4/13/2020 6:32,26,Functional Fitness,9,231,174,131,3,16,26,21,30,FALSE,,,
4/11/2020 22:57,4/12/2020 20:58,UTC-05:00,4/12/2020 12:52,4/12/2020 13:50,57,Weightlifting,5.1,111,130,93,44,45,9,0,0,FALSE,,,
4/10/2020 22:06,4/11/2020 22:57,UTC-05:00,4/11/2020 12:38,4/11/2020 13:11,32,Functional Fitness,12.6,390,177,147,4,6,4,8,73,FALSE,,,
4/10/2020 22:06,4/11/2020 22:57,UTC-05:00,4/11/2020 11:22,4/11/2020 12:00,37,Gymnastics,4.3,52,119,86,66,32,1,0,0,FALSE,,,
4/9/2020 21:53,4/10/2020 22:06,UTC-05:00,4/10/2020 12:38,4/10/2020 12:55,16,Ice Bath,,16,99,72,99,0,0,0,0,FALSE,,,
4/9/2020 21:53,4/10/2020 22:06,UTC-05:00,4/10/2020 11:02,4/10/2020 11:44,41,Functional Fitness,13.9,486,181,147,0,6,19,13,40,FALSE,,,
4/9/2020 21:53,4/10/2020 22:06,UTC-05:00,4/10/2020 10:15,4/10/2020 11:00,45,Jumping Rope,6.8,155,175,92,56,21,3,7,9,FALSE,,,
4/8/2020 22:11,4/9/2020 21:53,UTC-05:00,4/9/2020 16:55,4/9/2020 17:41,45,Walking,7.5,239,167,112,10,35,28,18,7,TRUE,4986.32,27.83,-0.49
4/7/2020 22:07,4/8/2020 22:11,UTC-05:00,4/8/2020 15:27,4/8/2020 16:31,64,Functional Fitness,14.3,607,178,134,12,14,7,16,42,FALSE,,,
4/6/2020 22:48,4/7/2020 22:07,UTC-05:00,4/7/2020 14:45,4/7/2020 15:38,53,Functional Fitness,13.6,369,187,121,30,31,2,0,8,FALSE,,,
4/5/2020 22:27,4/6/2020 22:48,UTC-05:00,4/6/2020 16:10,4/6/2020 17:25,75,Functional Fitness,16.3,792,183,141,3,18,15,7,34,FALSE,,,
4/4/2020 22:01,4/5/2020 22:27,UTC-05:00,4/5/2020 17:05,4/5/2020 19:02,116,Functional Fitness,10.2,495,159,105,25,33,24,15,1,FALSE,,,
4/3/2020 22:13,4/4/2020 22:01,UTC-05:00,4/4/2020 15:07,4/4/2020 15:47,39,Functional Fitness,12,349,183,132,13,15,13,13,33,FALSE,,,
4/1/2020 23:03,4/2/2020 22:40,UTC-05:00,4/2/2020 18:00,4/2/2020 18:28,28,Functional Fitness,9.7,267,172,135,5,14,6,32,41,FALSE,,,
4/1/2020 23:03,4/2/2020 22:40,UTC-05:00,4/2/2020 9:36,4/2/2020 10:00,24,Walking,4.4,37,116,92,42,56,0,0,0,FALSE,,,
3/30/2020 22:35,3/31/2020 22:41,UTC-05:00,3/31/2020 16:47,3/31/2020 17:42,55,Other,8.5,344,156,119,0,18,66,13,1,FALSE,,,
3/30/2020 0:27,3/30/2020 22:35,UTC-05:00,3/30/2020 13:10,3/30/2020 14:13,63,Functional Fitness,10.6,394,181,115,20,13,38,15,10,FALSE,,,
3/28/2020 21:47,3/30/2020 0:27,UTC-05:00,3/29/2020 9:25,3/29/2020 9:52,26,Functional Fitness,11,302,174,144,4,1,9,20,62,FALSE,,,
3/28/2020 21:47,3/30/2020 0:27,UTC-05:00,3/29/2020 8:49,3/29/2020 9:23,33,Walking,4.5,66,137,90,57,27,12,1,0,TRUE,2323.14,9.4,4.89
3/26/2020 22:16,3/27/2020 22:06,UTC-05:00,3/27/2020 13:59,3/27/2020 14:58,59,Functional Fitness,10.9,379,180,117,30,7,27,12,20,FALSE,,,
3/25/2020 22:00,3/26/2020 22:16,UTC-05:00,3/26/2020 12:53,3/26/2020 13:13,20,Functional Fitness,8,196,170,137,0,1,27,39,31,FALSE,,,
3/25/2020 22:00,3/26/2020 22:16,UTC-05:00,3/26/2020 12:20,3/26/2020 12:52,32,Running,14.9,463,187,160,6,1,0,11,28,TRUE,5249.15,72.98,-2.1
3/24/2020 23:56,3/25/2020 22:00,UTC-05:00,3/25/2020 12:59,3/25/2020 13:46,47,Functional Fitness,8,291,149,116,12,11,49,26,0,FALSE,,,
3/23/2020 22:05,3/24/2020 23:56,UTC-05:00,3/24/2020 10:03,3/24/2020 10:22,18,Functional Fitness,9.7,221,175,147,0,9,4,15,66,FALSE,,,
3/23/2020 22:05,3/24/2020 23:56,UTC-05:00,3/24/2020 9:34,3/24/2020 10:02,28,Running,10.2,231,183,129,3,33,20,6,20,FALSE,,,
3/23/2020 0:30,3/23/2020 22:05,UTC-05:00,3/23/2020 16:49,3/23/2020 17:38,48,Functional Fitness,7.8,230,167,109,18,38,20,13,8,FALSE,,,
3/21/2020 22:44,3/23/2020 0:30,UTC-05:00,3/22/2020 10:00,3/22/2020 10:51,51,Functional Fitness,11.4,341,175,110,42,6,8,9,29,FALSE,,,
3/19/2020 22:40,3/20/2020 22:22,UTC-05:00,3/20/2020 16:15,3/20/2020 17:22,66,Functional Fitness,10.6,339,186,109,27,30,18,6,11,FALSE,,,
3/18/2020 21:58,3/19/2020 22:40,UTC-05:00,3/19/2020 16:14,3/19/2020 17:21,67,Functional Fitness,12.9,480,189,123,5,33,26,8,16,FALSE,,,
3/17/2020 21:00,3/18/2020 21:58,UTC-05:00,3/18/2020 18:04,3/18/2020 19:06,61,Functional Fitness,17.1,774,186,152,0,11,15,8,19,FALSE,,,
3/17/2020 21:00,3/18/2020 21:58,UTC-05:00,3/18/2020 9:16,3/18/2020 9:36,20,Yoga,4.1,30,131,85,59,37,2,0,0,FALSE,,,
3/16/2020 18:48,3/17/2020 21:00,UTC-05:00,3/17/2020 13:32,3/17/2020 14:23,51,Functional Fitness,14.9,571,189,144,3,15,14,6,32,FALSE,,,
3/13/2020 21:26,3/14/2020 21:09,UTC-05:00,3/14/2020 9:12,3/14/2020 10:51,98,Functional Fitness,15.2,652,187,119,23,32,9,4,13,FALSE,,,
3/11/2020 20:58,3/12/2020 20:15,UTC-05:00,3/12/2020 16:29,3/12/2020 17:40,71,Functional Fitness,12.9,521,182,123,13,21,17,21,21,FALSE,,,
3/10/2020 21:08,3/11/2020 20:58,UTC-05:00,3/11/2020 8:42,3/11/2020 9:27,44,Functional Fitness,14.6,553,179,150,11,0,0,11,62,FALSE,,,
3/9/2020 22:23,3/10/2020 21:08,UTC-05:00,3/10/2020 16:22,3/10/2020 17:38,75,Functional Fitness,13.2,533,184,122,10,24,26,15,13,FALSE,,,
3/8/2020 20:22,3/9/2020 22:23,UTC-05:00,3/9/2020 8:29,3/9/2020 10:37,127,Functional Fitness,14.1,619,191,109,27,33,20,4,3,FALSE,,,
3/5/2020 22:09,3/6/2020 21:26,UTC-06:00,3/6/2020 8:44,3/6/2020 10:20,95,Functional Fitness,10.6,469,171,111,16,31,32,14,6,FALSE,,,
3/4/2020 21:11,3/5/2020 22:09,UTC-06:00,3/5/2020 9:29,3/5/2020 10:15,46,Functional Fitness,10.4,329,182,123,15,17,18,25,15,FALSE,,,
3/3/2020 20:35,3/4/2020 21:11,UTC-06:00,3/4/2020 8:30,3/4/2020 10:26,115,Functional Fitness,12.3,683,176,117,7,23,43,19,3,FALSE,,,
3/1/2020 21:17,3/2/2020 21:12,UTC-06:00,3/2/2020 16:22,3/2/2020 17:36,73,Functional Fitness,15.2,727,189,137,5,11,15,31,19,FALSE,,,
2/28/2020 23:43,2/29/2020 22:17,UTC-06:00,2/29/2020 9:00,2/29/2020 10:48,108,Functional Fitness,15.6,676,188,117,35,19,10,3,13,FALSE,,,
